"Station","Code","Trap code","Coord.","Longitude","Latitude","Alt.","Date","Period","Fraction","Number","Dry weights (g)","Comments","Status"
"VB14SW1","REG","VB14SW12","N32.92810 W3.94900",NA,NA,1034,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW1","REG","VB14SW12","N32.92810 W3.94900",NA,NA,1034,"4/26/2019","April","Other",NA,0.02833,NA,"WT"
"VB14SW1","REG","VB14SW12","N32.92810 W3.94900",NA,NA,1034,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW1","REG","VB14SW12","N32.92810 W3.94900",NA,NA,1034,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW1","REG","VB14SW13","N32.92775 W3.94929",NA,NA,1035,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW1","REG","VB14SW13","N32.92775 W3.94929",NA,NA,1035,"4/26/2019","April","Other",NA,0.03092,NA,"WT"
"VB14SW1","REG","VB14SW13","N32.92775 W3.94929",NA,NA,1035,"4/26/2019","April","Tenebrionidae Diet",1,0.01433,NA,"WT"
"VB14SW1","REG","VB14SW13","N32.92775 W3.94929",NA,NA,1035,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW1","REG","VB14SW14","N32.92798 W3.94972",NA,NA,1037,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW1","REG","VB14SW14","N32.92798 W3.94972",NA,NA,1037,"4/26/2019","April","Other",NA,0.03371,NA,"WT"
"VB14SW1","REG","VB14SW14","N32.92798 W3.94972",NA,NA,1037,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW1","REG","VB14SW14","N32.92798 W3.94972",NA,NA,1037,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW2","REG","VB14SW211","N32.92865 W3.92263",NA,NA,1040,"4/26/2019","April","Messor",1,0.00058,NA,"WT"
"VB14SW2","REG","VB14SW211","N32.92865 W3.92263",NA,NA,1040,"4/26/2019","April","Other",NA,0.01256,NA,"WT"
"VB14SW2","REG","VB14SW211","N32.92865 W3.92263",NA,NA,1040,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW2","REG","VB14SW211","N32.92865 W3.92263",NA,NA,1040,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW2","REG","VB14SW22","N32.92849 W3.92217",NA,NA,1038,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW2","REG","VB14SW22","N32.92849 W3.92217",NA,NA,1038,"4/26/2019","April","Other",NA,0.07991,NA,"WT"
"VB14SW2","REG","VB14SW22","N32.92849 W3.92217",NA,NA,1038,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW2","REG","VB14SW22","N32.92849 W3.92217",NA,NA,1038,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW2","REG","VB14SW23","N32.92812 W3.92213",NA,NA,1036,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW2","REG","VB14SW23","N32.92812 W3.92213",NA,NA,1036,"4/26/2019","April","Other",NA,0.0328,NA,"WT"
"VB14SW2","REG","VB14SW23","N32.92812 W3.92213",NA,NA,1036,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW2","REG","VB14SW23","N32.92812 W3.92213",NA,NA,1036,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW2","REG","VB14SW24","N32.92821 W3.92267",NA,NA,1038,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW2","REG","VB14SW24","N32.92821 W3.92267",NA,NA,1038,"4/26/2019","April","Other",NA,0.01655,NA,"WT"
"VB14SW2","REG","VB14SW24","N32.92821 W3.92267",NA,NA,1038,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW2","REG","VB14SW24","N32.92821 W3.92267",NA,NA,1038,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW3","REG","VB14SW31","N32.90604 W3.92205",NA,NA,1062,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW3","REG","VB14SW31","N32.90604 W3.92205",NA,NA,1062,"4/26/2019","April","Other",NA,0.0286,NA,"WT"
"VB14SW3","REG","VB14SW31","N32.90604 W3.92205",NA,NA,1062,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW3","REG","VB14SW31","N32.90604 W3.92205",NA,NA,1062,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW3","REG","VB14SW32","N32.90614 W3.92153",NA,NA,1062,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW3","REG","VB14SW32","N32.90614 W3.92153",NA,NA,1062,"4/26/2019","April","Other",NA,0.02602,NA,"WT"
"VB14SW3","REG","VB14SW32","N32.90614 W3.92153",NA,NA,1062,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW3","REG","VB14SW32","N32.90614 W3.92153",NA,NA,1062,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW3","REG","VB14SW33","N32.90567 W3.92146",NA,NA,1062,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW3","REG","VB14SW33","N32.90567 W3.92146",NA,NA,1062,"4/26/2019","April","Other",NA,0.06499,NA,"WT"
"VB14SW3","REG","VB14SW33","N32.90567 W3.92146",NA,NA,1062,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW3","REG","VB14SW33","N32.90567 W3.92146",NA,NA,1062,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW3","REG","VB14SW34","N32.90561 W3.92193",NA,NA,1063,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW3","REG","VB14SW34","N32.90561 W3.92193",NA,NA,1063,"4/26/2019","April","Other",NA,0.01467,NA,"WT"
"VB14SW3","REG","VB14SW34","N32.90561 W3.92193",NA,NA,1063,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW3","REG","VB14SW34","N32.90561 W3.92193",NA,NA,1063,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW41","N32.90579 W3.94901",NA,NA,1048,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW41","N32.90579 W3.94901",NA,NA,1048,"4/26/2019","April","Other",NA,0.00331,NA,"WT"
"VB14SW4","EPA","VB14SW41","N32.90579 W3.94901",NA,NA,1048,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW41","N32.90579 W3.94901",NA,NA,1048,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW42","N32.90572 W3.94846",NA,NA,1049,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW42","N32.90572 W3.94846",NA,NA,1049,"4/26/2019","April","Other",NA,0.02631,NA,"WT"
"VB14SW4","EPA","VB14SW42","N32.90572 W3.94846",NA,NA,1049,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW42","N32.90572 W3.94846",NA,NA,1049,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW43","N32.90532 W3.94851",NA,NA,1049,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW43","N32.90532 W3.94851",NA,NA,1049,"4/26/2019","April","Other",NA,0.00289,NA,"WT"
"VB14SW4","EPA","VB14SW43","N32.90532 W3.94851",NA,NA,1049,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW43","N32.90532 W3.94851",NA,NA,1049,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW44","N32.90539 W3.94907",NA,NA,1049,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW44","N32.90539 W3.94907",NA,NA,1049,"4/26/2019","April","Other",NA,0.01126,NA,"WT"
"VB14SW4","EPA","VB14SW44","N32.90539 W3.94907",NA,NA,1049,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW4","EPA","VB14SW44","N32.90539 W3.94907",NA,NA,1049,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW5","REG","VB14SW51","N32.91728 W3.93573",NA,NA,1040,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW5","REG","VB14SW51","N32.91728 W3.93573",NA,NA,1040,"4/26/2019","April","Other",NA,0.1922,NA,"WT"
"VB14SW5","REG","VB14SW51","N32.91728 W3.93573",NA,NA,1040,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW5","REG","VB14SW51","N32.91728 W3.93573",NA,NA,1040,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW5","REG","VB14SW52","N32.91685 W3.93563",NA,NA,1049,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW5","REG","VB14SW52","N32.91685 W3.93563",NA,NA,1049,"4/26/2019","April","Other",NA,0.00574,NA,"WT"
"VB14SW5","REG","VB14SW52","N32.91685 W3.93563",NA,NA,1049,"4/26/2019","April","Tenebrionidae Diet",1,0.05147,NA,"WT"
"VB14SW5","REG","VB14SW52","N32.91685 W3.93563",NA,NA,1049,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW5","REG","VB14SW53","N32.91700 W3.93513",NA,NA,1048,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW5","REG","VB14SW53","N32.91700 W3.93513",NA,NA,1048,"4/26/2019","April","Other",NA,0.00646,NA,"WT"
"VB14SW5","REG","VB14SW53","N32.91700 W3.93513",NA,NA,1048,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW5","REG","VB14SW53","N32.91700 W3.93513",NA,NA,1048,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"VB14SW5","REG","VB14SW54","N32.91739 W3.93528",NA,NA,1048,"4/26/2019","April","Messor",0,0,NA,"WT"
"VB14SW5","REG","VB14SW54","N32.91739 W3.93528",NA,NA,1048,"4/26/2019","April","Other",NA,0.01361,NA,"WT"
"VB14SW5","REG","VB14SW54","N32.91739 W3.93528",NA,NA,1048,"4/26/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"VB14SW5","REG","VB14SW54","N32.91739 W3.93528",NA,NA,1048,"4/26/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE1","ALF","WB61NE11","N32.70452 W2.29322",NA,NA,1438,"4/29/2019","April","Messor",0,0,NA,"WT"
"WB61NE1","ALF","WB61NE11","N32.70452 W2.29322",NA,NA,1438,"4/29/2019","April","Other",NA,0.09954,NA,"WT"
"WB61NE1","ALF","WB61NE11","N32.70452 W2.29322",NA,NA,1438,"4/29/2019","April","Tenebrionidae Diet",5,1.76386,NA,"WT"
"WB61NE1","ALF","WB61NE11","N32.70452 W2.29322",NA,NA,1438,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE1","ALF","WB61NE12","N32.70439 W2.29259",NA,NA,1438,"4/29/2019","April","Messor",9,0.01491,NA,"WT"
"WB61NE1","ALF","WB61NE12","N32.70439 W2.29259",NA,NA,1438,"4/29/2019","April","Other",NA,0.0473,NA,"WT"
"WB61NE1","ALF","WB61NE12","N32.70439 W2.29259",NA,NA,1438,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE1","ALF","WB61NE12","N32.70439 W2.29259",NA,NA,1438,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE1","ALF","WB61NE13","N32.70403 W2.29272",NA,NA,1439,"4/29/2019","April","Messor",11,0.02555,NA,"WT"
"WB61NE1","ALF","WB61NE13","N32.70403 W2.29272",NA,NA,1439,"4/29/2019","April","Other",NA,0.09841,NA,"WT"
"WB61NE1","ALF","WB61NE13","N32.70403 W2.29272",NA,NA,1439,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE1","ALF","WB61NE13","N32.70403 W2.29272",NA,NA,1439,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE1","ALF","WB61NE14","N32.70405 W2.29323",NA,NA,1440,"4/29/2019","April","Messor",3,0.00592,NA,"WT"
"WB61NE1","ALF","WB61NE14","N32.70405 W2.29323",NA,NA,1440,"4/29/2019","April","Other",NA,0.83934,NA,"WT"
"WB61NE1","ALF","WB61NE14","N32.70405 W2.29323",NA,NA,1440,"4/29/2019","April","Tenebrionidae Diet",5,0.11082,NA,"WT"
"WB61NE1","ALF","WB61NE14","N32.70405 W2.29323",NA,NA,1440,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE2","ALF","WB61NE21","N32.70424 W2.26634",NA,NA,1466,"4/29/2019","April","Messor",2,0.01129,NA,"WT"
"WB61NE2","ALF","WB61NE21","N32.70424 W2.26634",NA,NA,1466,"4/29/2019","April","Other",NA,0.02959,NA,"WT"
"WB61NE2","ALF","WB61NE21","N32.70424 W2.26634",NA,NA,1466,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE2","ALF","WB61NE21","N32.70424 W2.26634",NA,NA,1466,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE2","ALF","WB61NE22","N32.70404 W2.26575",NA,NA,1465,"4/29/2019","April","Messor",23,0.03632,NA,"WT"
"WB61NE2","ALF","WB61NE22","N32.70404 W2.26575",NA,NA,1465,"4/29/2019","April","Other",NA,0.56553,NA,"WT"
"WB61NE2","ALF","WB61NE22","N32.70404 W2.26575",NA,NA,1465,"4/29/2019","April","Tenebrionidae Diet",1,0.05512,NA,"WT"
"WB61NE2","ALF","WB61NE22","N32.70404 W2.26575",NA,NA,1465,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE2","ALF","WB61NE23","N32.70367 W2.26598",NA,NA,1463,"4/29/2019","April","Messor",24,0.0684,NA,"WT"
"WB61NE2","ALF","WB61NE23","N32.70367 W2.26598",NA,NA,1463,"4/29/2019","April","Other",NA,0.36345,NA,"WT"
"WB61NE2","ALF","WB61NE23","N32.70367 W2.26598",NA,NA,1463,"4/29/2019","April","Tenebrionidae Diet",11,0.29624,NA,"WT"
"WB61NE2","ALF","WB61NE23","N32.70367 W2.26598",NA,NA,1463,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE2","ALF","WB61NE24","N32.70392 W2.26623",NA,NA,1463,"4/29/2019","April","Messor",4,0.01075,NA,"WT"
"WB61NE2","ALF","WB61NE24","N32.70392 W2.26623",NA,NA,1463,"4/29/2019","April","Other",NA,0.2095,NA,"WT"
"WB61NE2","ALF","WB61NE24","N32.70392 W2.26623",NA,NA,1463,"4/29/2019","April","Tenebrionidae Diet",7,0.40155,NA,"WT"
"WB61NE2","ALF","WB61NE24","N32.70392 W2.26623",NA,NA,1463,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE3","ALF","WB61NE31","N32.68708 W2.25530",NA,NA,1525,"4/29/2019","April","Messor",3,0.01031,NA,"WT"
"WB61NE3","ALF","WB61NE31","N32.68708 W2.25530",NA,NA,1525,"4/29/2019","April","Other",NA,0.4272,NA,"WT"
"WB61NE3","ALF","WB61NE31","N32.68708 W2.25530",NA,NA,1525,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE3","ALF","WB61NE31","N32.68708 W2.25530",NA,NA,1525,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE3","ALF","WB61NE32","N32.68685 W2.25488",NA,NA,1528,"4/29/2019","April","Messor",4,0.01254,NA,"WT"
"WB61NE3","ALF","WB61NE32","N32.68685 W2.25488",NA,NA,1528,"4/29/2019","April","Other",NA,0.21042,NA,"WT"
"WB61NE3","ALF","WB61NE32","N32.68685 W2.25488",NA,NA,1528,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE3","ALF","WB61NE32","N32.68685 W2.25488",NA,NA,1528,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE3","ALF","WB61NE33","N32.68646 W2.25523",NA,NA,1527,"4/29/2019","April","Messor",27,0.07271,NA,"WT"
"WB61NE3","ALF","WB61NE33","N32.68646 W2.25523",NA,NA,1527,"4/29/2019","April","Other",NA,0.28939,NA,"WT"
"WB61NE3","ALF","WB61NE33","N32.68646 W2.25523",NA,NA,1527,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE3","ALF","WB61NE33","N32.68646 W2.25523",NA,NA,1527,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE3","ALF","WB61NE34","N32.68683 W2.25578",NA,NA,1525,"4/29/2019","April","Messor",0,0,NA,"WT"
"WB61NE3","ALF","WB61NE34","N32.68683 W2.25578",NA,NA,1525,"4/29/2019","April","Other",NA,1.42682,NA,"WT"
"WB61NE3","ALF","WB61NE34","N32.68683 W2.25578",NA,NA,1525,"4/29/2019","April","Tenebrionidae Diet",2,0.06333,NA,"WT"
"WB61NE3","ALF","WB61NE34","N32.68683 W2.25578",NA,NA,1525,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE4","ALF","WB61NE411","N32.68748 W2.30108",NA,NA,1453,"4/29/2019","April","Messor",6,0.00616,NA,"WT"
"WB61NE4","ALF","WB61NE411","N32.68748 W2.30108",NA,NA,1453,"4/29/2019","April","Other",NA,0.2779,NA,"WT"
"WB61NE4","ALF","WB61NE411","N32.68748 W2.30108",NA,NA,1453,"4/29/2019","April","Tenebrionidae Diet",1,0.02888,NA,"WT"
"WB61NE4","ALF","WB61NE411","N32.68748 W2.30108",NA,NA,1453,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE4","ALF","WB61NE423","N32.68747 W2.30055",NA,NA,1450,"4/29/2019","April","Messor",2,0.01013,NA,"WT"
"WB61NE4","ALF","WB61NE423","N32.68747 W2.30055",NA,NA,1450,"4/29/2019","April","Other",NA,0.18222,NA,"WT"
"WB61NE4","ALF","WB61NE423","N32.68747 W2.30055",NA,NA,1450,"4/29/2019","April","Tenebrionidae Diet",1,0.05511,NA,"WT"
"WB61NE4","ALF","WB61NE423","N32.68747 W2.30055",NA,NA,1450,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE4","ALF","WB61NE431","N32.68657 W2.30113",NA,NA,1457,"4/29/2019","April","Messor",7,0.00313,NA,"WT"
"WB61NE4","ALF","WB61NE431","N32.68657 W2.30113",NA,NA,1457,"4/29/2019","April","Other",NA,1.2857,NA,"WT"
"WB61NE4","ALF","WB61NE431","N32.68657 W2.30113",NA,NA,1457,"4/29/2019","April","Tenebrionidae Diet",4,0.14244,NA,"WT"
"WB61NE4","ALF","WB61NE431","N32.68657 W2.30113",NA,NA,1457,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE4","ALF","WB61NE441","N32.68705 W2.30111",NA,NA,1454,"4/29/2019","April","Messor",8,0.01995,NA,"WT"
"WB61NE4","ALF","WB61NE441","N32.68705 W2.30111",NA,NA,1454,"4/29/2019","April","Other",NA,0.06765,NA,"WT"
"WB61NE4","ALF","WB61NE441","N32.68705 W2.30111",NA,NA,1454,"4/29/2019","April","Tenebrionidae Diet",3,0.37913,NA,"WT"
"WB61NE4","ALF","WB61NE441","N32.68705 W2.30111",NA,NA,1454,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE5","ALF","WB61NE51","N32.69328 W2.27979",NA,NA,1462,"4/29/2019","April","Messor",11,0.02164,NA,"WT"
"WB61NE5","ALF","WB61NE51","N32.69328 W2.27979",NA,NA,1462,"4/29/2019","April","Other",NA,0.0716,NA,"WT"
"WB61NE5","ALF","WB61NE51","N32.69328 W2.27979",NA,NA,1462,"4/29/2019","April","Tenebrionidae Diet",7,0.52944,NA,"WT"
"WB61NE5","ALF","WB61NE51","N32.69328 W2.27979",NA,NA,1462,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE5","ALF","WB61NE52","N32.69320 W2.27930",NA,NA,1464,"4/29/2019","April","Messor",7,0.0107,NA,"WT"
"WB61NE5","ALF","WB61NE52","N32.69320 W2.27930",NA,NA,1464,"4/29/2019","April","Other",NA,0.30378,NA,"WT"
"WB61NE5","ALF","WB61NE52","N32.69320 W2.27930",NA,NA,1464,"4/29/2019","April","Tenebrionidae Diet",8,0.50728,NA,"WT"
"WB61NE5","ALF","WB61NE52","N32.69320 W2.27930",NA,NA,1464,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE5","ALF","WB61NE53","N32.69281 W2.27926",NA,NA,1463,"4/29/2019","April","Messor",12,0.01908,NA,"WT"
"WB61NE5","ALF","WB61NE53","N32.69281 W2.27926",NA,NA,1463,"4/29/2019","April","Other",NA,0.64259,NA,"WT"
"WB61NE5","ALF","WB61NE53","N32.69281 W2.27926",NA,NA,1463,"4/29/2019","April","Tenebrionidae Diet",4,0.13378,NA,"WT"
"WB61NE5","ALF","WB61NE53","N32.69281 W2.27926",NA,NA,1463,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE5","ALF","WB61NE54","N32.69286 W2.27998",NA,NA,1463,"4/29/2019","April","Messor",2,0.00217,NA,"WT"
"WB61NE5","ALF","WB61NE54","N32.69286 W2.27998",NA,NA,1463,"4/29/2019","April","Other",NA,0.09107,NA,"WT"
"WB61NE5","ALF","WB61NE54","N32.69286 W2.27998",NA,NA,1463,"4/29/2019","April","Tenebrionidae Diet",3,0.09316,NA,"WT"
"WB61NE5","ALF","WB61NE54","N32.69286 W2.27998",NA,NA,1463,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WC43NE1","EPA","WC43NE11","N33.78798 W2.50083",NA,NA,1103,"4/29/2019","April","Messor",0,0,NA,"WT"
"WC43NE1","EPA","WC43NE11","N33.78798 W2.50083",NA,NA,1103,"4/29/2019","April","Other",NA,0.037,NA,"WT"
"WC43NE1","EPA","WC43NE11","N33.78798 W2.50083",NA,NA,1103,"4/29/2019","April","Tenebrionidae Diet",1,0.11788,NA,"WT"
"WC43NE1","EPA","WC43NE11","N33.78798 W2.50083",NA,NA,1103,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WC43NE1","EPA","WC43NE12","N33.78839 W2.50066",NA,NA,1111,"4/29/2019","April","Messor",2,0.00156,NA,"WT"
"WC43NE1","EPA","WC43NE12","N33.78839 W2.50066",NA,NA,1111,"4/29/2019","April","Other",NA,0.159,NA,"WT"
"WC43NE1","EPA","WC43NE12","N33.78839 W2.50066",NA,NA,1111,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WC43NE1","EPA","WC43NE12","N33.78839 W2.50066",NA,NA,1111,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WC43NE1","EPA","WC43NE13","N33.78823 W2.50020",NA,NA,1111,"4/29/2019","April","Messor",0,0,NA,"WT"
"WC43NE1","EPA","WC43NE13","N33.78823 W2.50020",NA,NA,1111,"4/29/2019","April","Other",NA,0.00318,NA,"WT"
"WC43NE1","EPA","WC43NE13","N33.78823 W2.50020",NA,NA,1111,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WC43NE1","EPA","WC43NE13","N33.78823 W2.50020",NA,NA,1111,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WC43NE1","EPA","WC43NE14","N33.78777 W2.50032",NA,NA,1109,"4/29/2019","April","Messor",2,0.00291,NA,"WT"
"WC43NE1","EPA","WC43NE14","N33.78777 W2.50032",NA,NA,1109,"4/29/2019","April","Other",NA,0.0113,NA,"WT"
"WC43NE1","EPA","WC43NE14","N33.78777 W2.50032",NA,NA,1109,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WC43NE1","EPA","WC43NE14","N33.78777 W2.50032",NA,NA,1109,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WC43NE2","EPA","WC43NE21","N33.78770 W2.47344",NA,NA,1109,"4/29/2019","April","Messor",6,0.01006,NA,"WT"
"WC43NE2","EPA","WC43NE21","N33.78770 W2.47344",NA,NA,1109,"4/29/2019","April","Other",NA,0.13355,"pot pauvre","WT"
"WC43NE2","EPA","WC43NE21","N33.78770 W2.47344",NA,NA,1109,"4/29/2019","April","Tenebrionidae Diet",1,0.1359,NA,"WT"
"WC43NE2","EPA","WC43NE21","N33.78770 W2.47344",NA,NA,1109,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WC43NE2","EPA","WC43NE22","N33.78794 W2.47300",NA,NA,1111,"4/29/2019","April","Messor",0,0,NA,"WT"
"WC43NE2","EPA","WC43NE22","N33.78794 W2.47300",NA,NA,1111,"4/29/2019","April","Other",NA,0.00034,NA,"WT"
"WC43NE2","EPA","WC43NE22","N33.78794 W2.47300",NA,NA,1111,"4/29/2019","April","Tenebrionidae Diet",1,0.13216,NA,"WT"
"WC43NE2","EPA","WC43NE22","N33.78794 W2.47300",NA,NA,1111,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WC43NE2","EPA","WC43NE23","N33.78760 W2.47270",NA,NA,1108,"4/29/2019","April","Messor",4,0.00872,NA,"WT"
"WC43NE2","EPA","WC43NE23","N33.78760 W2.47270",NA,NA,1108,"4/29/2019","April","Other",NA,0.06778,NA,"WT"
"WC43NE2","EPA","WC43NE23","N33.78760 W2.47270",NA,NA,1108,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WC43NE2","EPA","WC43NE23","N33.78760 W2.47270",NA,NA,1108,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WC43NE2","EPA","WC43NE24","N33.78729 W2.47314",NA,NA,1107,"4/29/2019","April","Messor",0,0,NA,"WT"
"WC43NE2","EPA","WC43NE24","N33.78729 W2.47314",NA,NA,1107,"4/29/2019","April","Other",NA,0.00927,NA,"WT"
"WC43NE2","EPA","WC43NE24","N33.78729 W2.47314",NA,NA,1107,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WC43NE2","EPA","WC43NE24","N33.78729 W2.47314",NA,NA,1107,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WC43NE3","EPA","WC43NE31","N33.76496 W2.47338",NA,NA,1102,"4/29/2019","April","Messor",0,0,NA,"WT"
"WC43NE3","EPA","WC43NE31","N33.76496 W2.47338",NA,NA,1102,"4/29/2019","April","Other",NA,0.03662,NA,"WT"
"WC43NE3","EPA","WC43NE31","N33.76496 W2.47338",NA,NA,1102,"4/29/2019","April","Tenebrionidae Diet",0,0,NA,"WT"
"WC43NE3","EPA","WC43NE31","N33.76496 W2.47338",NA,NA,1102,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
"WC43NE3","EPA","WC43NE32","N33.76515 W2.47290",NA,NA,1098,"4/29/2019","April","Messor",0,0,NA,"WT"
"WC43NE3","EPA","WC43NE32","N33.76515 W2.47290",NA,NA,1098,"4/29/2019","April","Other",NA,0.019,NA,"WT"
"WC43NE3","EPA","WC43NE32","N33.76515 W2.47290",NA,NA,1098,"4/29/2019","April","Tenebrionidae Diet",2,0.03106,NA,"WT"
"WC43NE3","EPA","WC43NE32","N33.76515 W2.47290",NA,NA,1098,"4/29/2019","April","Tenebrionidae Other",0,0,NA,"WT"
