Station,Habitat,Trap code,Coord.,Alt.,Date,Period,Fraction,Number,Dry weights (g),Comments,Status
WC43NE2,EPA,WC43NE24,N33.78729 W2.47314,1107,5/9/2016,April,Tenebrionidae Diet,0,0,,NWT
WC43NE2,EPA,WC43NE24,N33.78729 W2.47314,1107,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE3,EPA,WC43NE31,N33.76496 W2.47338,1102,5/9/2016,April,Messor,15,0.01299,,NWT
WC43NE3,EPA,WC43NE31,N33.76496 W2.47338,1102,5/9/2016,April,Other,,0.10499,,NWT
WC43NE3,EPA,WC43NE31,N33.76496 W2.47338,1102,5/9/2016,April,Tenebrionidae Diet,0,0,,NWT
WC43NE3,EPA,WC43NE31,N33.76496 W2.47338,1102,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE3,EPA,WC43NE32,N33.76515 W2.47290,1098,5/9/2016,April,Messor,2,0.00271,,NWT
WC43NE3,EPA,WC43NE32,N33.76515 W2.47290,1098,5/9/2016,April,Other,,0.36265,,NWT
WC43NE3,EPA,WC43NE32,N33.76515 W2.47290,1098,5/9/2016,April,Tenebrionidae Diet,4,2.79303,,NWT
WC43NE3,EPA,WC43NE32,N33.76515 W2.47290,1098,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE3,EPA,WC43NE331,N33.76466 W2.47273,1106,5/9/2016,April,Messor,4,0.00214,,NWT
WC43NE3,EPA,WC43NE331,N33.76466 W2.47273,1106,5/9/2016,April,Other,,0.55398,,NWT
WC43NE3,EPA,WC43NE331,N33.76466 W2.47273,1106,5/9/2016,April,Tenebrionidae Diet,1,0.03253,,NWT
WC43NE3,EPA,WC43NE331,N33.76466 W2.47273,1106,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE3,EPA,WC43NE341,N33.76446 W2.47322,1106,5/9/2016,April,Messor,0,0,,NWT
WC43NE3,EPA,WC43NE341,N33.76446 W2.47322,1106,5/9/2016,April,Other,,0.27667,,NWT
WC43NE3,EPA,WC43NE341,N33.76446 W2.47322,1106,5/9/2016,April,Tenebrionidae Diet,0,0,,NWT
WC43NE3,EPA,WC43NE341,N33.76446 W2.47322,1106,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE4,EPA,WC43NE41,N33.76519 W2.50103,1112,5/9/2016,April,Messor,6,0.005,,NWT
WC43NE4,EPA,WC43NE41,N33.76519 W2.50103,1112,5/9/2016,April,Other,,0.24576,,NWT
WC43NE4,EPA,WC43NE41,N33.76519 W2.50103,1112,5/9/2016,April,Tenebrionidae Diet,0,0,,NWT
WC43NE4,EPA,WC43NE41,N33.76519 W2.50103,1112,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE4,EPA,WC43NE42,N33.76501 W2.50045,1111,5/9/2016,April,Messor,3,0.00218,,NWT
WC43NE4,EPA,WC43NE42,N33.76501 W2.50045,1111,5/9/2016,April,Other,,0.28397,,NWT
WC43NE4,EPA,WC43NE42,N33.76501 W2.50045,1111,5/9/2016,April,Tenebrionidae Diet,0,0,,NWT
WC43NE4,EPA,WC43NE42,N33.76501 W2.50045,1111,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE4,EPA,WC43NE43,N33.76452 W2.50048,1109,5/9/2016,April,Messor,7,0.0035,,NWT
WC43NE4,EPA,WC43NE43,N33.76452 W2.50048,1109,5/9/2016,April,Other,,0.22397,,NWT
WC43NE4,EPA,WC43NE43,N33.76452 W2.50048,1109,5/9/2016,April,Tenebrionidae Diet,0,0,,NWT
WC43NE4,EPA,WC43NE43,N33.76452 W2.50048,1109,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE4,EPA,WC43NE44,N33.76458 W2.50103,1107,5/9/2016,April,Messor,4,0.00313,,NWT
WC43NE4,EPA,WC43NE44,N33.76458 W2.50103,1107,5/9/2016,April,Other,,0.29209,,NWT
WC43NE4,EPA,WC43NE44,N33.76458 W2.50103,1107,5/9/2016,April,Tenebrionidae Diet,1,0.29825,,NWT
WC43NE4,EPA,WC43NE44,N33.76458 W2.50103,1107,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE5,EPA,WC43NE51,N33.77239 W2.48479,1111,5/9/2016,April,Messor,3,0.00282,,NWT
WC43NE5,EPA,WC43NE51,N33.77239 W2.48479,1111,5/9/2016,April,Other,,0.04161,,NWT
WC43NE5,EPA,WC43NE51,N33.77239 W2.48479,1111,5/9/2016,April,Tenebrionidae Diet,0,0,,NWT
WC43NE5,EPA,WC43NE51,N33.77239 W2.48479,1111,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE5,EPA,WC43NE52,N33.77233 W2.48429,1110,5/9/2016,April,Messor,20,0.02739,,NWT
WC43NE5,EPA,WC43NE52,N33.77233 W2.48429,1110,5/9/2016,April,Other,,0.12795,,NWT
WC43NE5,EPA,WC43NE52,N33.77233 W2.48429,1110,5/9/2016,April,Tenebrionidae Diet,0,0,,NWT
WC43NE5,EPA,WC43NE52,N33.77233 W2.48429,1110,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE5,EPA,WC43NE53,N33.77191 W2.48434,1109,5/9/2016,April,Messor,26,0.05017,,NWT
WC43NE5,EPA,WC43NE53,N33.77191 W2.48434,1109,5/9/2016,April,Other,,0.24387,,NWT
WC43NE5,EPA,WC43NE53,N33.77191 W2.48434,1109,5/9/2016,April,Tenebrionidae Diet,0,0,,NWT
WC43NE5,EPA,WC43NE53,N33.77191 W2.48434,1109,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
WC43NE5,EPA,WC43NE54,N33.77197 W2.48498,1112,5/9/2016,April,Messor,21,0.02223,,NWT
WC43NE5,EPA,WC43NE54,N33.77197 W2.48498,1112,5/9/2016,April,Other,,0.04067,,NWT
WC43NE5,EPA,WC43NE54,N33.77197 W2.48498,1112,5/9/2016,April,Tenebrionidae Diet,0,0,,NWT
WC43NE5,EPA,WC43NE54,N33.77197 W2.48498,1112,5/9/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,1243,5/10/2016,April,Messor,52,0.03489,,NWT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,1243,5/10/2016,April,Other,,0.12973,,NWT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,1243,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE1,REG,VB02SE11,N32.74766 W4.00092,1243,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,1239,5/10/2016,April,Messor,1276,3.73555,,NWT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,1239,5/10/2016,April,Other,,0.17215,,NWT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,1239,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE1,REG,VB02SE12,N32.74736 W4.00046,1239,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,1244,5/10/2016,April,Messor,21,0.0205,,NWT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,1244,5/10/2016,April,Other,,0.04792,,NWT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,1244,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE1,REG,VB02SE14,N32.74727 W4.00115,1244,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,1248,5/10/2016,April,Messor,21,0.0263,,NWT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,1248,5/10/2016,April,Other,,0.19575,,NWT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,1248,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE2,REG,VB02SE21,N32.74785 W3.97404,1248,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,1249,5/10/2016,April,Messor,8,0.00949,,NWT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,1249,5/10/2016,April,Other,,0.03927,,NWT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,1249,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE2,REG,VB02SE22,N32.74783 W3.97352,1249,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE2,REG,VB02SE231,N32.74739 W3.97357,1253,5/10/2016,April,Messor,20,0.01922,,NWT
VB02SE2,REG,VB02SE231,N32.74739 W3.97357,1253,5/10/2016,April,Other,,0.13399,,NWT
VB02SE2,REG,VB02SE231,N32.74739 W3.97357,1253,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE2,REG,VB02SE231,N32.74739 W3.97357,1253,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,1310,5/10/2016,April,Messor,0,0,,NWT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,1310,5/10/2016,April,Other,,0.23534,,NWT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,1310,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE3,REG,VB02SE31,N32.72507 W3.97363,1310,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,1310,5/10/2016,April,Messor,68,0.10598,,NWT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,1310,5/10/2016,April,Other,,0.36673,,NWT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,1310,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE3,REG,VB02SE32,N32.72493 W3.97316,1310,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,1310,5/10/2016,April,Messor,0,0,,NWT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,1310,5/10/2016,April,Other,,0.09253,,NWT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,1310,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE3,REG,VB02SE33,N32.72454 W3.97339,1310,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,1311,5/10/2016,April,Messor,3,0.00525,,NWT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,1311,5/10/2016,April,Other,,0.38665,,NWT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,1311,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE3,REG,VB02SE34,N32.72474 W3.97383,1311,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,1308,5/10/2016,April,Messor,3,0.00386,,NWT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,1308,5/10/2016,April,Other,,0.22,,NWT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,1308,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE4,ALF,VB02SE41,N32.72484 W4.00028,1308,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,1307,5/10/2016,April,Messor,20,0.01518,,NWT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,1307,5/10/2016,April,Other,,0.05923,,NWT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,1307,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE4,ALF,VB02SE43,N32.72429 W3.99980,1307,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,1305,5/10/2016,April,Messor,1,0.0009,,NWT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,1305,5/10/2016,April,Other,,0.01883,,NWT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,1305,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE4,ALF,VB02SE44,N32.72434 W4.00026,1305,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,1271,5/10/2016,April,Messor,172,0.020687,,NWT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,1271,5/10/2016,April,Other,,0.01585,,NWT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,1271,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE5,EPA,VB02SE51,N32.73640 W3.98738,1271,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,1271,5/10/2016,April,Messor,3,0.00404,,NWT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,1271,5/10/2016,April,Other,,0.02274,,NWT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,1271,5/10/2016,April,Tenebrionidae Diet,2,0.4064,,NWT
VB02SE5,EPA,VB02SE52,N32.73637 W3.98682,1271,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,1271,5/10/2016,April,Messor,33,0.02636,,NWT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,1271,5/10/2016,April,Other,,0.02185,,NWT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,1271,5/10/2016,April,Tenebrionidae Diet,1,0.0084,,NWT
VB02SE5,EPA,VB02SE53,N32.73590 W3.98689,1271,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,1269,5/10/2016,April,Messor,9,0.01016,,NWT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,1269,5/10/2016,April,Other,,0.0196,,NWT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,1269,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
VB02SE5,EPA,VB02SE54,N32.73597 W3.98743,1269,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
,,VB02SEx1,,,5/10/2016,April,Messor,2,0.0035,,NWT
,,VB02SEx1,,,5/10/2016,April,Other,,0.00729,,NWT
,,VB02SEx1,,,5/10/2016,April,Tenebrionidae Diet,1,0.26752,Label decayed,NWT
,,VB02SEx1,,,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
,,VB02SEx2,,,5/10/2016,April,Messor,28,0.02012,,NWT
,,VB02SEx2,,,5/10/2016,April,Other,,0.00938,,NWT
,,VB02SEx2,,,5/10/2016,April,Tenebrionidae Diet,0,0,Label decayed,NWT
,,VB02SEx2,,,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
,,VB02SEx3,,,5/10/2016,April,Messor,38,0.03774,,NWT
,,VB02SEx3,,,5/10/2016,April,Other,,0.15493,,NWT
,,VB02SEx3,,,5/10/2016,April,Tenebrionidae Diet,0,0,Label decayed,NWT
,,VB02SEx3,,,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE1,ALF,WC24NE11,N33.87870 W2.71618,1317,5/10/2016,April,Messor,3,0.00124,,NWT
WC24NE1,ALF,WC24NE11,N33.87870 W2.71618,1317,5/10/2016,April,Other,,0.06743,,NWT
WC24NE1,ALF,WC24NE11,N33.87870 W2.71618,1317,5/10/2016,April,Tenebrionidae Diet,1,0.07219,,NWT
WC24NE1,ALF,WC24NE11,N33.87870 W2.71618,1317,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE1,ALF,WC24NE12,N33.87862 W2.71562,1319,5/10/2016,April,Messor,12,0.01399,,NWT
WC24NE1,ALF,WC24NE12,N33.87862 W2.71562,1319,5/10/2016,April,Other,,0.07625,,NWT
WC24NE1,ALF,WC24NE12,N33.87862 W2.71562,1319,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
WC24NE1,ALF,WC24NE12,N33.87862 W2.71562,1319,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE1,ALF,WC24NE13,N33.87807 W2.71579,1316,5/10/2016,April,Messor,14,0.01336,,NWT
WC24NE1,ALF,WC24NE13,N33.87807 W2.71579,1316,5/10/2016,April,Other,,0.07856,,NWT
WC24NE1,ALF,WC24NE13,N33.87807 W2.71579,1316,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
WC24NE1,ALF,WC24NE13,N33.87807 W2.71579,1316,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE1,ALF,WC24NE14,N33.87811 W2.71631,1317,5/10/2016,April,Messor,2,0.00194,,NWT
WC24NE1,ALF,WC24NE14,N33.87811 W2.71631,1317,5/10/2016,April,Other,,0.34946,,NWT
WC24NE1,ALF,WC24NE14,N33.87811 W2.71631,1317,5/10/2016,April,Tenebrionidae Diet,1,0.01227,,NWT
WC24NE1,ALF,WC24NE14,N33.87811 W2.71631,1317,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE2,ALF,WC24NE21,N33.87875 W2.68926,1328,5/10/2016,April,Messor,1,0.00014,,NWT
WC24NE2,ALF,WC24NE21,N33.87875 W2.68926,1328,5/10/2016,April,Other,,0.01357,,NWT
WC24NE2,ALF,WC24NE21,N33.87875 W2.68926,1328,5/10/2016,April,Tenebrionidae Diet,1,0.03927,,NWT
WC24NE2,ALF,WC24NE21,N33.87875 W2.68926,1328,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE2,ALF,WC24NE22,N33.87870 W2.68871,1327,5/10/2016,April,Messor,2,0.00142,,NWT
WC24NE2,ALF,WC24NE22,N33.87870 W2.68871,1327,5/10/2016,April,Other,,0.27404,,NWT
WC24NE2,ALF,WC24NE22,N33.87870 W2.68871,1327,5/10/2016,April,Tenebrionidae Diet,1,0.07208,,NWT
WC24NE2,ALF,WC24NE22,N33.87870 W2.68871,1327,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE2,ALF,WC24NE23,N33.87825 W2.68873,1327,5/10/2016,April,Messor,0,0,,NWT
WC24NE2,ALF,WC24NE23,N33.87825 W2.68873,1327,5/10/2016,April,Other,,0.07599,,NWT
WC24NE2,ALF,WC24NE23,N33.87825 W2.68873,1327,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
WC24NE2,ALF,WC24NE23,N33.87825 W2.68873,1327,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE2,ALF,WC24NE24,N33.87827 W2.68924,1327,5/10/2016,April,Messor,17,0.01943,,NWT
WC24NE2,ALF,WC24NE24,N33.87827 W2.68924,1327,5/10/2016,April,Other,,0.06006,,NWT
WC24NE2,ALF,WC24NE24,N33.87827 W2.68924,1327,5/10/2016,April,Tenebrionidae Diet,3,0.19216,,NWT
WC24NE2,ALF,WC24NE24,N33.87827 W2.68924,1327,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE3,ALF,WC24NE31,N33.85604 W2.68924,1306,5/10/2016,April,Messor,0,0,,NWT
WC24NE3,ALF,WC24NE31,N33.85604 W2.68924,1306,5/10/2016,April,Other,,0.07705,,NWT
WC24NE3,ALF,WC24NE31,N33.85604 W2.68924,1306,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
WC24NE3,ALF,WC24NE31,N33.85604 W2.68924,1306,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE3,ALF,WC24NE32,N33.85591 W2.68882,1300,5/10/2016,April,Messor,3,0.00346,,NWT
WC24NE3,ALF,WC24NE32,N33.85591 W2.68882,1300,5/10/2016,April,Other,,0.01452,,NWT
WC24NE3,ALF,WC24NE32,N33.85591 W2.68882,1300,5/10/2016,April,Tenebrionidae Diet,1,0.08176,,NWT
WC24NE3,ALF,WC24NE32,N33.85591 W2.68882,1300,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE3,ALF,WC24NE33,N33.85549 W2.68895,1296,5/10/2016,April,Messor,13,0.01177,,NWT
WC24NE3,ALF,WC24NE33,N33.85549 W2.68895,1296,5/10/2016,April,Other,,0.18306,,NWT
WC24NE3,ALF,WC24NE33,N33.85549 W2.68895,1296,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
WC24NE3,ALF,WC24NE33,N33.85549 W2.68895,1296,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE3,ALF,WC24NE34,N33.85555 W2.68944,1298,5/10/2016,April,Messor,1,0.00119,,NWT
WC24NE3,ALF,WC24NE34,N33.85555 W2.68944,1298,5/10/2016,April,Other,,0.26728,,NWT
WC24NE3,ALF,WC24NE34,N33.85555 W2.68944,1298,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
WC24NE3,ALF,WC24NE34,N33.85555 W2.68944,1298,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE4,ALF,WC24NE41,N33.85622 W2.71620,1323,5/10/2016,April,Messor,0,0,,NWT
WC24NE4,ALF,WC24NE41,N33.85622 W2.71620,1323,5/10/2016,April,Other,,0.00165,,NWT
WC24NE4,ALF,WC24NE41,N33.85622 W2.71620,1323,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
WC24NE4,ALF,WC24NE41,N33.85622 W2.71620,1323,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE4,ALF,WC24NE42,N33.85611 W2.71567,1332,5/10/2016,April,Messor,0,0,,NWT
WC24NE4,ALF,WC24NE42,N33.85611 W2.71567,1332,5/10/2016,April,Other,,0.02599,,NWT
WC24NE4,ALF,WC24NE42,N33.85611 W2.71567,1332,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
WC24NE4,ALF,WC24NE42,N33.85611 W2.71567,1332,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE4,ALF,WC24NE43,N33.85566 W2.71581,1331,5/10/2016,April,Messor,0,0,,NWT
WC24NE4,ALF,WC24NE43,N33.85566 W2.71581,1331,5/10/2016,April,Other,,0.0183,,NWT
WC24NE4,ALF,WC24NE43,N33.85566 W2.71581,1331,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
WC24NE4,ALF,WC24NE43,N33.85566 W2.71581,1331,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE4,ALF,WC24NE44,N33.85576 W2.71628,1327,5/10/2016,April,Messor,0,0,,NWT
WC24NE4,ALF,WC24NE44,N33.85576 W2.71628,1327,5/10/2016,April,Other,,0.01856,,NWT
WC24NE4,ALF,WC24NE44,N33.85576 W2.71628,1327,5/10/2016,April,Tenebrionidae Diet,1,0.0206,,NWT
WC24NE4,ALF,WC24NE44,N33.85576 W2.71628,1327,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE5,ALF,WC24NE51,N33.86736 W2.70264,1332,5/10/2016,April,Messor,2,0.00313,,NWT
WC24NE5,ALF,WC24NE51,N33.86736 W2.70264,1332,5/10/2016,April,Other,,0.10027,,NWT
WC24NE5,ALF,WC24NE51,N33.86736 W2.70264,1332,5/10/2016,April,Tenebrionidae Diet,2,0.04016,,NWT
WC24NE5,ALF,WC24NE51,N33.86736 W2.70264,1332,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE5,ALF,WC24NE52,N33.86744 W2.70212,1336,5/10/2016,April,Messor,0,0,,NWT
WC24NE5,ALF,WC24NE52,N33.86744 W2.70212,1336,5/10/2016,April,Other,,0.00715,,NWT
WC24NE5,ALF,WC24NE52,N33.86744 W2.70212,1336,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
WC24NE5,ALF,WC24NE52,N33.86744 W2.70212,1336,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE5,ALF,WC24NE53,N33.86705 W2.70191,1334,5/10/2016,April,Messor,0,0,,NWT
WC24NE5,ALF,WC24NE53,N33.86705 W2.70191,1334,5/10/2016,April,Other,,0.21665,,NWT
WC24NE5,ALF,WC24NE53,N33.86705 W2.70191,1334,5/10/2016,April,Tenebrionidae Diet,1,0.14613,,NWT
WC24NE5,ALF,WC24NE53,N33.86705 W2.70191,1334,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
WC24NE5,ALF,WC24NE54,N33.86694 W2.70239,1332,5/10/2016,April,Messor,5,0.00258,,NWT
WC24NE5,ALF,WC24NE54,N33.86694 W2.70239,1332,5/10/2016,April,Other,,0.01716,,NWT
WC24NE5,ALF,WC24NE54,N33.86694 W2.70239,1332,5/10/2016,April,Tenebrionidae Diet,0,0,,NWT
WC24NE5,ALF,WC24NE54,N33.86694 W2.70239,1332,5/10/2016,April,Tenebrionidae Other,0,0,,NWT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,1509,5/11/2016,April,Messor,0,0,,NWT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,1509,5/11/2016,April,Other,,0.68558,,NWT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,1509,5/11/2016,April,Tenebrionidae Diet,0,0,,NWT
UB24SW1,REG,UB24SW11,N32.91747 W4.91167,1509,5/11/2016,April,Tenebrionidae Other,0,0,,NWT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,1524,5/11/2016,April,Messor,1,0.00175,,NWT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,1524,5/11/2016,April,Other,,0.08818,,NWT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,1524,5/11/2016,April,Tenebrionidae Diet,0,0,,NWT
UB24SW1,REG,UB24SW12,N32.91754 W4.91112,1524,5/11/2016,April,Tenebrionidae Other,0,0,,NWT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,1525,5/11/2016,April,Messor,0,0,,NWT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,1525,5/11/2016,April,Other,,0.05346,,NWT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,1525,5/11/2016,April,Tenebrionidae Diet,1,0.05188,,NWT
UB24SW1,REG,UB24SW13,N32.91713 W4.91102,1525,5/11/2016,April,Tenebrionidae Other,0,0,,NWT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,1525,5/11/2016,April,Messor,4,0.00487,,NWT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,1525,5/11/2016,April,Other,,0.33258,,NWT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,1525,5/11/2016,April,Tenebrionidae Diet,0,0,,NWT
UB24SW1,REG,UB24SW14,N32.91705 W4.91159,1525,5/11/2016,April,Tenebrionidae Other,0,0,,NWT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,1517,5/11/2016,April,Messor,0,0,,NWT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,1517,5/11/2016,April,Other,,0.28714,,NWT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,1517,5/11/2016,April,Tenebrionidae Diet,0,0,,NWT
UB24SW2,REG,UB24SW21,N32.91781 W4.88501,1517,5/11/2016,April,Tenebrionidae Other,0,0,,NWT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,1520,5/11/2016,April,Messor,0,0,,NWT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,1520,5/11/2016,April,Other,,0.04365,,NWT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,1520,5/11/2016,April,Tenebrionidae Diet,1,0.03934,,NWT
UB24SW2,REG,UB24SW22,N32.91751 W4.88460,1520,5/11/2016,April,Tenebrionidae Other,0,0,,NWT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,1515,5/11/2016,April,Messor,15,0.01194,,NWT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,1515,5/11/2016,April,Other,,0.21581,,NWT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,1515,5/11/2016,April,Tenebrionidae Diet,1,0.033,,NWT
UB24SW2,REG,UB24SW23,N32.91723 W4.88494,1515,5/11/2016,April,Tenebrionidae Other,0,0,,NWT
