"Station","Lat","Lon","Year","Season","Alive","Dead","Ground","Unknown","Sum.not.unknown","GridSize","F_alive","F_dead","F_veg","F_ground","Habitat"
"FREDO1",32.35329,-2.26124,2019,"Fall",3,20,693,4,716,720,0.004189944,0.027932961,0.032122905,0.967877095,"Reg"
"FREDO1",32.35329,-2.26124,2019,"Winter",0,20,699,1,719,720,0,0.027816412,0.027816412,0.972183588,"Reg"
"FREDO1",32.35329,-2.26124,2020,"Spring",3,19,695,3,717,720,0.0041841,0.026499303,0.030683403,0.969316597,"Reg"
"FREDO1",32.35329,-2.26124,2020,"Summer",0,17,702,1,719,720,0,0.02364395,0.02364395,0.97635605,"Reg"
"FREDO1",32.35329,-2.26124,2020,"Fall",0,22,695,3,717,720,0,0.030683403,0.030683403,0.969316597,"Reg"
"FREDO1",32.35329,-2.26124,2020,"Winter",4,18,690,8,712,720,0.005617978,0.025280899,0.030898876,0.969101124,"Reg"
"FREDO1",32.35329,-2.26124,2021,"Spring",5,24,690,1,719,720,0.006954103,0.033379694,0.040333797,0.959666203,"Reg"
"FREDO1",32.35329,-2.26124,2021,"Summer",20,7,689,4,716,720,0.027932961,0.009776536,0.037709497,0.962290503,"Reg"
"FREDO1",32.35329,-2.26124,2021,"Fall",1,24,695,0,720,720,0.001388889,0.033333333,0.034722222,0.965277778,"Reg"
"FREDO1",32.35329,-2.26124,2021,"Winter",0,24,693,3,717,720,0,0.033472803,0.033472803,0.966527197,"Reg"
"FREDO1",32.35329,-2.26124,2022,"Spring",4,20,688,8,712,720,0.005617978,0.028089888,0.033707865,0.966292135,"Reg"
"FREDO1",32.35329,-2.26124,2022,"Summer",2,11,704,3,717,720,0.0027894,0.015341702,0.018131102,0.981868898,"Reg"
"FREDO1",32.35329,-2.26124,2022,"Fall",1,18,696,5,715,720,0.001398601,0.025174825,0.026573427,0.973426573,"Reg"
"FREDO1",32.35329,-2.26124,2022,"Winter",3,12,697,8,712,720,0.004213483,0.016853933,0.021067416,0.978932584,"Reg"
"FREDO1",32.35329,-2.26124,2023,"Spring",4,12,701,3,717,720,0.005578801,0.016736402,0.022315202,0.977684798,"Reg"
"FREDO1",32.35329,-2.26124,2023,"Summer",0,15,703,2,718,720,0,0.020891365,0.020891365,0.979108635,"Reg"
"FREDO1",32.35329,-2.26124,2023,"Fall",0,10,707,3,717,720,0,0.013947001,0.013947001,0.986052999,"Reg"
"FREDO1",32.35329,-2.26124,2023,"Winter",4,16,695,5,715,720,0.005594406,0.022377622,0.027972028,0.972027972,"Reg"
"FREDOST",32.34936,-2.27426,2017,"Spring",24,4,672,20,700,720,0.034285714,0.005714286,0.04,0.96,"Reg"
"FREDOST",32.34936,-2.27426,2017,"Summer",13,13,687,7,713,720,0.018232819,0.018232819,0.036465638,0.963534362,"Reg"
"FREDOST",32.34936,-2.27426,2017,"Fall",7,23,684,6,714,720,0.009803922,0.032212885,0.042016807,0.957983193,"Reg"
"FREDOST",32.34936,-2.27426,2017,"Winter",5,29,686,0,720,720,0.006944444,0.040277778,0.047222222,0.952777778,"Reg"
"FREDOST",32.34936,-2.27426,2018,"Spring",0,26,691,3,717,720,0,0.036262204,0.036262204,0.963737796,"Reg"
"FREDOST",32.34936,-2.27426,2018,"Summer",7,27,684,2,718,720,0.009749304,0.037604457,0.04735376,0.95264624,"Reg"
"FREDOST",32.34936,-2.27426,2018,"Fall",3,15,694,8,712,720,0.004213483,0.021067416,0.025280899,0.974719101,"Reg"
"FREDOST",32.34936,-2.27426,2018,"Winter",12,10,683,15,705,720,0.017021277,0.014184397,0.031205674,0.968794326,"Reg"
"FREDOST",32.34936,-2.27426,2019,"Spring",1,17,691,11,709,720,0.001410437,0.023977433,0.02538787,0.97461213,"Reg"
"FREDOST",32.34936,-2.27426,2019,"Summer",0,27,692,1,719,720,0,0.037552156,0.037552156,0.962447844,"Reg"
"FREDOST",32.34936,-2.27426,2019,"Fall",0,16,700,4,716,720,0,0.022346369,0.022346369,0.977653631,"Reg"
"FREDOST",32.34936,-2.27426,2019,"Winter",0,22,698,0,720,720,0,0.030555556,0.030555556,0.969444444,"Reg"
"FREDOST",32.34936,-2.27426,2020,"Spring",3,14,696,7,713,720,0.004207574,0.019635344,0.023842917,0.976157083,"Reg"
"FREDOST",32.34936,-2.27426,2020,"Summer",0,20,696,4,716,720,0,0.027932961,0.027932961,0.972067039,"Reg"
"FREDOST",32.34936,-2.27426,2020,"Fall",3,12,705,0,720,720,0.004166667,0.016666667,0.020833333,0.979166667,"Reg"
"FREDOST",32.34936,-2.27426,2020,"Winter",6,23,681,10,710,720,0.008450704,0.032394366,0.04084507,0.95915493,"Reg"
"FREDOST",32.34936,-2.27426,2021,"Spring",12,13,695,0,720,720,0.016666667,0.018055556,0.034722222,0.965277778,"Reg"
"FREDOST",32.34936,-2.27426,2021,"Summer",9,12,696,3,717,720,0.012552301,0.016736402,0.029288703,0.970711297,"Reg"
"FREDOST",32.34936,-2.27426,2021,"Fall",3,17,699,1,719,720,0.004172462,0.02364395,0.027816412,0.972183588,"Reg"
"FREDOST",32.34936,-2.27426,2021,"Winter",0,16,701,3,717,720,0,0.022315202,0.022315202,0.977684798,"Reg"
"FREDOST",32.34936,-2.27426,2022,"Spring",1,10,709,0,720,720,0.001388889,0.013888889,0.015277778,0.984722222,"Reg"
"FREDOST",32.34936,-2.27426,2022,"Summer",1,16,703,0,720,720,0.001388889,0.022222222,0.023611111,0.976388889,"Reg"
"FREDOST",32.34936,-2.27426,2022,"Fall",1,13,704,2,718,720,0.001392758,0.01810585,0.019498607,0.980501393,"Reg"
"FREDOST",32.34936,-2.27426,2022,"Winter",1,9,704,6,714,720,0.00140056,0.012605042,0.014005602,0.985994398,"Reg"
"FREDOST",32.34936,-2.27426,2023,"Spring",0,12,703,5,715,720,0,0.016783217,0.016783217,0.983216783,"Reg"
"FREDOST",32.34936,-2.27426,2023,"Summer",2,9,705,4,716,720,0.002793296,0.012569832,0.015363128,0.984636872,"Reg"
"FREDOST",32.34936,-2.27426,2023,"Fall",2,12,703,3,717,720,0.0027894,0.016736402,0.019525802,0.980474198,"Reg"
"FREDOST",32.34936,-2.27426,2023,"Winter",0,9,707,4,716,720,0,0.012569832,0.012569832,0.987430168,"Reg"
"LDD+1",33.13916,-3.98695,2017,"Spring",118,37,490,75,645,720,0.182945736,0.057364341,0.240310078,0.759689922,"Gully"
"LDD+1",33.13916,-3.98695,2017,"Summer",127,183,391,19,701,720,0.181169757,0.261055635,0.442225392,0.557774608,"Gully"
"LDD+1",33.13916,-3.98695,2017,"Fall",0,126,516,234,642,876,0,0.196261682,0.196261682,0.803738318,"Gully"
"LDD+1",33.13916,-3.98695,2017,"Winter",1,180,537,2,718,720,0.001392758,0.250696379,0.252089136,0.747910864,"Gully"
"LDD+1",33.13916,-3.98695,2018,"Spring",8,120,1088,64,1216,1280,0.006578947,0.098684211,0.105263158,0.894736842,"Gully"
"LDD+1",33.13916,-3.98695,2018,"Summer",107,94,507,12,708,720,0.151129944,0.132768362,0.283898305,0.716101695,"Gully"
"LDD+1",33.13916,-3.98695,2018,"Fall",294,32,390,4,716,720,0.410614525,0.044692737,0.455307263,0.544692737,"Gully"
"LDD+1",33.13916,-3.98695,2018,"Winter",336,184,514,96,1034,1130,0.324951644,0.17794971,0.502901354,0.497098646,"Gully"
"LDD+1",33.13916,-3.98695,2019,"Spring",88,80,542,10,710,720,0.123943662,0.112676056,0.236619718,0.763380282,"Gully"
"LDD+1",33.13916,-3.98695,2019,"Summer",16,171,502,31,689,720,0.023222061,0.248185776,0.271407837,0.728592163,"Gully"
"LDD+1",33.13916,-3.98695,2019,"Fall",53,73,580,14,706,720,0.075070822,0.103399433,0.178470255,0.821529745,"Gully"
"LDD+1",33.13916,-3.98695,2019,"Winter",56,63,597,4,716,720,0.078212291,0.087988827,0.166201117,0.833798883,"Gully"
"LDD+1",33.13916,-3.98695,2020,"Spring",250,24,443,3,717,720,0.348675035,0.033472803,0.382147838,0.617852162,"Gully"
"LDD+1",33.13916,-3.98695,2020,"Summer",66,151,481,22,698,720,0.094555874,0.216332378,0.310888252,0.689111748,"Gully"
"LDD+1",33.13916,-3.98695,2020,"Fall",0,211,493,16,704,720,0,0.299715909,0.299715909,0.700284091,"Gully"
"LDD+1",33.13916,-3.98695,2020,"Winter",0,160,537,23,697,720,0,0.229555237,0.229555237,0.770444763,"Gully"
"LDD+1",33.13916,-3.98695,2021,"Spring",111,30,570,9,711,720,0.156118143,0.042194093,0.198312236,0.801687764,"Gully"
"LDD+1",33.13916,-3.98695,2021,"Summer",201,47,459,13,707,720,0.284299859,0.066478076,0.350777935,0.649222065,"Gully"
"LDD+1",33.13916,-3.98695,2021,"Fall",0,88,625,7,713,720,0,0.12342216,0.12342216,0.87657784,"Gully"
"LDD+1",33.13916,-3.98695,2021,"Winter",16,54,642,8,712,720,0.02247191,0.075842697,0.098314607,0.901685393,"Gully"
"LDD+1",33.13916,-3.98695,2022,"Spring",32,36,644,8,712,720,0.04494382,0.050561798,0.095505618,0.904494382,"Gully"
"LDD+1",33.13916,-3.98695,2022,"Summer",0,51,668,1,719,720,0,0.07093185,0.07093185,0.92906815,"Gully"
"LDD+1",33.13916,-3.98695,2022,"Fall",40,24,641,15,705,720,0.056737589,0.034042553,0.090780142,0.909219858,"Gully"
"LDD+1",33.13916,-3.98695,2022,"Winter",25,15,667,13,707,720,0.035360679,0.021216407,0.056577086,0.943422914,"Gully"
"LDD+1",33.13916,-3.98695,2023,"Spring",81,43,578,18,702,720,0.115384615,0.061253561,0.176638177,0.823361823,"Gully"
"LDD+1",33.13916,-3.98695,2023,"Summer",344,22,332,22,698,720,0.492836676,0.031518625,0.524355301,0.475644699,"Gully"
"LDD+1",33.13916,-3.98695,2023,"Fall",30,199,470,21,699,720,0.042918455,0.284692418,0.327610873,0.672389127,"Gully"
"LDD+1",33.13916,-3.98695,2023,"Winter",2,212,490,16,704,720,0.002840909,0.301136364,0.303977273,0.696022727,"Gully"
"LDD+2",33.21383,-3.88741,2017,"Spring",4,2,707,7,713,720,0.005610098,0.002805049,0.008415147,0.991584853,"Gully"
"LDD+2",33.21383,-3.88741,2017,"Summer",9,7,701,3,717,720,0.012552301,0.009762901,0.022315202,0.977684798,"Gully"
"LDD+2",33.21383,-3.88741,2017,"Fall",1,10,676,33,687,720,0.001455604,0.014556041,0.016011645,0.983988355,"Gully"
"LDD+2",33.21383,-3.88741,2017,"Winter",1,11,706,2,718,720,0.001392758,0.015320334,0.016713092,0.983286908,"Gully"
"LDD+2",33.21383,-3.88741,2018,"Spring",1,10,835,4,846,850,0.001182033,0.011820331,0.013002364,0.986997636,"Gully"
"LDD+2",33.21383,-3.88741,2018,"Summer",12,5,698,5,715,720,0.016783217,0.006993007,0.023776224,0.976223776,"Gully"
"LDD+2",33.21383,-3.88741,2018,"Fall",61,2,657,0,720,720,0.084722222,0.002777778,0.0875,0.9125,"Gully"
"LDD+2",33.21383,-3.88741,2018,"Winter",11,2,700,7,713,720,0.01542777,0.002805049,0.018232819,0.981767181,"Gully"
"LDD+2",33.21383,-3.88741,2019,"Spring",4,8,706,2,718,720,0.005571031,0.011142061,0.016713092,0.983286908,"Gully"
"LDD+2",33.21383,-3.88741,2019,"Summer",2,12,703,3,717,720,0.0027894,0.016736402,0.019525802,0.980474198,"Gully"
"LDD+2",33.21383,-3.88741,2019,"Fall",0,11,709,0,720,720,0,0.015277778,0.015277778,0.984722222,"Gully"
"LDD+2",33.21383,-3.88741,2019,"Winter",3,10,705,2,718,720,0.004178273,0.013927577,0.01810585,0.98189415,"Gully"
"LDD+2",33.21383,-3.88741,2020,"Spring",17,5,691,7,713,720,0.023842917,0.007012623,0.03085554,0.96914446,"Gully"
"LDD+2",33.21383,-3.88741,2020,"Summer",10,11,696,3,717,720,0.013947001,0.015341702,0.029288703,0.970711297,"Gully"
"LDD+2",33.21383,-3.88741,2020,"Fall",18,11,685,6,714,720,0.025210084,0.015406162,0.040616246,0.959383754,"Gully"
"LDD+2",33.21383,-3.88741,2020,"Winter",9,7,700,4,716,720,0.012569832,0.009776536,0.022346369,0.977653631,"Gully"
"LDD+2",33.21383,-3.88741,2021,"Spring",36,8,673,3,717,720,0.050209205,0.011157601,0.061366806,0.938633194,"Gully"
"LDD+2",33.21383,-3.88741,2021,"Summer",38,7,664,11,709,720,0.053596615,0.009873061,0.063469676,0.936530324,"Gully"
"LDD+2",33.21383,-3.88741,2021,"Fall",10,16,691,3,717,720,0.013947001,0.022315202,0.036262204,0.963737796,"Gully"
"LDD+2",33.21383,-3.88741,2021,"Winter",4,10,706,0,720,720,0.005555556,0.013888889,0.019444444,0.980555556,"Gully"
"LDD+2",33.21383,-3.88741,2022,"Spring",17,9,688,6,714,720,0.023809524,0.012605042,0.036414566,0.963585434,"Gully"
"LDD+2",33.21383,-3.88741,2022,"Summer",3,16,696,5,715,720,0.004195804,0.022377622,0.026573427,0.973426573,"Gully"
"LDD+2",33.21383,-3.88741,2022,"Fall",8,1,708,3,717,720,0.011157601,0.0013947,0.012552301,0.987447699,"Gully"
"LDD+2",33.21383,-3.88741,2022,"Winter",12,13,695,0,720,720,0.016666667,0.018055556,0.034722222,0.965277778,"Gully"
"LDD+2",33.21383,-3.88741,2023,"Spring",3,7,702,8,712,720,0.004213483,0.009831461,0.014044944,0.985955056,"Gully"
"LDD+2",33.21383,-3.88741,2023,"Summer",25,3,690,2,718,720,0.034818942,0.004178273,0.038997214,0.961002786,"Gully"
"LDD+2",33.21383,-3.88741,2023,"Fall",6,36,664,14,706,720,0.008498584,0.050991501,0.059490085,0.940509915,"Gully"
"LDD+2",33.21383,-3.88741,2023,"Winter",3,8,706,3,717,720,0.0041841,0.011157601,0.015341702,0.984658298,"Gully"
"LDD+3",33.30595,-3.7685,2017,"Spring",72,62,793,53,927,980,0.077669903,0.066882416,0.144552319,0.855447681,"Gully"
"LDD+3",33.30595,-3.7685,2017,"Summer",54,56,592,18,702,720,0.076923077,0.07977208,0.156695157,0.843304843,"Gully"
"LDD+3",33.30595,-3.7685,2017,"Fall",4,67,581,81,652,733,0.006134969,0.102760736,0.108895706,0.891104294,"Gully"
"LDD+3",33.30595,-3.7685,2017,"Winter",21,96,594,9,711,720,0.029535865,0.135021097,0.164556962,0.835443038,"Gully"
"LDD+3",33.30595,-3.7685,2018,"Spring",4,44,658,14,706,720,0.005665722,0.062322946,0.067988669,0.932011331,"Gully"
"LDD+3",33.30595,-3.7685,2018,"Summer",85,13,607,15,705,720,0.120567376,0.018439716,0.139007092,0.860992908,"Gully"
"LDD+3",33.30595,-3.7685,2018,"Fall",67,41,602,10,710,720,0.094366197,0.057746479,0.152112676,0.847887324,"Gully"
"LDD+3",33.30595,-3.7685,2018,"Winter",27,38,641,14,706,720,0.038243626,0.053824363,0.092067989,0.907932011,"Gully"
"LDD+3",33.30595,-3.7685,2019,"Spring",7,48,642,23,697,720,0.010043042,0.068866571,0.078909613,0.921090387,"Gully"
"LDD+3",33.30595,-3.7685,2019,"Summer",1,59,631,29,691,720,0.001447178,0.085383502,0.08683068,0.91316932,"Gully"
"LDD+3",33.30595,-3.7685,2019,"Fall",3,51,654,12,708,720,0.004237288,0.072033898,0.076271186,0.923728814,"Gully"
"LDD+3",33.30595,-3.7685,2019,"Winter",7,31,668,14,706,720,0.009915014,0.043909348,0.053824363,0.946175637,"Gully"
"LDD+3",33.30595,-3.7685,2020,"Spring",45,25,635,15,705,720,0.063829787,0.035460993,0.09929078,0.90070922,"Gully"
"LDD+3",33.30595,-3.7685,2020,"Summer",29,56,614,21,699,720,0.04148784,0.080114449,0.121602289,0.878397711,"Gully"
"LDD+3",33.30595,-3.7685,2020,"Fall",41,32,637,10,710,720,0.057746479,0.045070423,0.102816901,0.897183099,"Gully"
"LDD+3",33.30595,-3.7685,2020,"Winter",17,42,641,20,700,720,0.024285714,0.06,0.084285714,0.915714286,"Gully"
"LDD+3",33.30595,-3.7685,2021,"Spring",63,29,618,10,710,720,0.088732394,0.04084507,0.129577465,0.870422535,"Gully"
"LDD+3",33.30595,-3.7685,2021,"Summer",76,32,596,16,704,720,0.107954545,0.045454545,0.153409091,0.846590909,"Gully"
"LDD+3",33.30595,-3.7685,2021,"Fall",10,62,638,10,710,720,0.014084507,0.087323944,0.101408451,0.898591549,"Gully"
"LDD+3",33.30595,-3.7685,2021,"Winter",12,53,646,9,711,720,0.016877637,0.074542897,0.091420534,0.908579466,"Gully"
"LDD+3",33.30595,-3.7685,2022,"Spring",42,16,642,20,700,720,0.06,0.022857143,0.082857143,0.917142857,"Gully"
"LDD+3",33.30595,-3.7685,2022,"Summer",12,41,654,13,707,720,0.016973126,0.057991513,0.074964639,0.925035361,"Gully"
"LDD+3",33.30595,-3.7685,2022,"Fall",22,33,643,22,698,720,0.031518625,0.047277937,0.078796562,0.921203438,"Gully"
"LDD+3",33.30595,-3.7685,2022,"Winter",13,36,666,5,715,720,0.018181818,0.05034965,0.068531469,0.931468531,"Gully"
"LDD+3",33.30595,-3.7685,2023,"Spring",9,51,644,16,704,720,0.012784091,0.072443182,0.085227273,0.914772727,"Gully"
"LDD+3",33.30595,-3.7685,2023,"Summer",58,36,608,18,702,720,0.082621083,0.051282051,0.133903134,0.866096866,"Gully"
"LDD+3",33.30595,-3.7685,2023,"Fall",29,31,646,14,706,720,0.041076487,0.043909348,0.084985836,0.915014164,"Gully"
"LDD+3",33.30595,-3.7685,2023,"Winter",15,43,645,17,703,720,0.021337127,0.06116643,0.082503556,0.917496444,"Gully"
"LDDACACIA3",29.16256,-8.53265,2017,"Spring",4,1,708,7,713,720,0.005610098,0.001402525,0.007012623,0.992987377,"Gully"
"LDDACACIA3",29.16256,-8.53265,2017,"Summer",0,5,715,0,720,720,0,0.006944444,0.006944444,0.993055556,"Gully"
"LDDACACIA3",29.16256,-8.53265,2017,"Fall",0,0,697,23,697,720,0,0,0,1,"Gully"
"LDDACACIA3",29.16256,-8.53265,2017,"Winter",3,9,708,0,720,720,0.004166667,0.0125,0.016666667,0.983333333,"Gully"
"LDDACACIA3",29.16256,-8.53265,2018,"Spring",0,5,715,0,720,720,0,0.006944444,0.006944444,0.993055556,"Gully"
"LDDACACIA3",29.16256,-8.53265,2018,"Summer",0,7,713,0,720,720,0,0.009722222,0.009722222,0.990277778,"Gully"
"LDDACACIA3",29.16256,-8.53265,2018,"Fall",1,4,713,2,718,720,0.001392758,0.005571031,0.006963788,0.993036212,"Gully"
"LDDACACIA3",29.16256,-8.53265,2018,"Winter",2,4,714,0,720,720,0.002777778,0.005555556,0.008333333,0.991666667,"Gully"
"LDDACACIA3",29.16256,-8.53265,2019,"Spring",0,5,713,2,718,720,0,0.006963788,0.006963788,0.993036212,"Gully"
"LDDACACIA3",29.16256,-8.53265,2019,"Summer",0,2,718,0,720,720,0,0.002777778,0.002777778,0.997222222,"Gully"
"LDDACACIA3",29.16256,-8.53265,2019,"Fall",0,1,719,0,720,720,0,0.001388889,0.001388889,0.998611111,"Gully"
"LDDACACIA3",29.16256,-8.53265,2019,"Winter",0,2,718,0,720,720,0,0.002777778,0.002777778,0.997222222,"Gully"
"LDDACACIA3",29.16256,-8.53265,2020,"Spring",1,3,714,2,718,720,0.001392758,0.004178273,0.005571031,0.994428969,"Gully"
"LDDACACIA3",29.16256,-8.53265,2020,"Summer",0,7,713,0,720,720,0,0.009722222,0.009722222,0.990277778,"Gully"
"LDDACACIA3",29.16256,-8.53265,2020,"Fall",1,1,717,1,719,720,0.001390821,0.001390821,0.002781641,0.997218359,"Gully"
"LDDACACIA3",29.16256,-8.53265,2020,"Winter",0,9,709,2,718,720,0,0.012534819,0.012534819,0.987465181,"Gully"
"LDDACACIA3",29.16256,-8.53265,2021,"Spring",0,7,713,0,720,720,0,0.009722222,0.009722222,0.990277778,"Gully"
"LDDACACIA3",29.16256,-8.53265,2021,"Summer",0,6,713,1,719,720,0,0.008344924,0.008344924,0.991655076,"Gully"
"LDDACACIA3",29.16256,-8.53265,2021,"Fall",0,6,714,0,720,720,0,0.008333333,0.008333333,0.991666667,"Gully"
"LDDACACIA3",29.16256,-8.53265,2021,"Winter",1,0,719,0,720,720,0.001388889,0,0.001388889,0.998611111,"Gully"
"LDDACACIA3",29.16256,-8.53265,2022,"Spring",0,15,703,2,718,720,0,0.020891365,0.020891365,0.979108635,"Gully"
"LDDACACIA3",29.16256,-8.53265,2022,"Summer",0,4,715,1,719,720,0,0.005563282,0.005563282,0.994436718,"Gully"
"LDDACACIA3",29.16256,-8.53265,2022,"Fall",0,4,716,0,720,720,0,0.005555556,0.005555556,0.994444444,"Gully"
"LDDACACIA3",29.16256,-8.53265,2022,"Winter",1,3,716,0,720,720,0.001388889,0.004166667,0.005555556,0.994444444,"Gully"
"LDDACACIA3",29.16256,-8.53265,2023,"Spring",6,2,710,2,718,720,0.008356546,0.002785515,0.011142061,0.988857939,"Gully"
"LDDACACIA3",29.16256,-8.53265,2023,"Summer",2,9,704,5,715,720,0.002797203,0.012587413,0.015384615,0.984615385,"Gully"
"LDDACACIA3",29.16256,-8.53265,2023,"Fall",0,1,719,0,720,720,0,0.001388889,0.001388889,0.998611111,"Gully"
"LDDACACIA3",29.16256,-8.53265,2023,"Winter",0,3,715,2,718,720,0,0.004178273,0.004178273,0.995821727,"Gully"
"LDDACACIA4",29.17983,-8.54063,2017,"Spring",15,5,680,20,700,720,0.021428571,0.007142857,0.028571429,0.971428571,"Gully"
"LDDACACIA4",29.17983,-8.54063,2017,"Summer",9,15,695,1,719,720,0.012517385,0.020862309,0.033379694,0.966620306,"Gully"
"LDDACACIA4",29.17983,-8.54063,2017,"Fall",2,10,679,29,691,720,0.002894356,0.01447178,0.017366136,0.982633864,"Gully"
"LDDACACIA4",29.17983,-8.54063,2017,"Winter",5,21,687,7,713,720,0.007012623,0.029453015,0.036465638,0.963534362,"Gully"
"LDDACACIA4",29.17983,-8.54063,2018,"Spring",0,29,687,4,716,720,0,0.040502793,0.040502793,0.959497207,"Gully"
"LDDACACIA4",29.17983,-8.54063,2018,"Summer",2,8,700,10,710,720,0.002816901,0.011267606,0.014084507,0.985915493,"Gully"
"LDDACACIA4",29.17983,-8.54063,2018,"Fall",17,19,674,10,710,720,0.023943662,0.026760563,0.050704225,0.949295775,"Gully"
"LDDACACIA4",29.17983,-8.54063,2018,"Winter",43,17,657,3,717,720,0.059972106,0.023709902,0.083682008,0.916317992,"Gully"
"LDDACACIA4",29.17983,-8.54063,2019,"Spring",13,25,673,9,711,720,0.018284107,0.035161744,0.053445851,0.946554149,"Gully"
"LDDACACIA4",29.17983,-8.54063,2019,"Summer",4,39,673,4,716,720,0.005586592,0.054469274,0.060055866,0.939944134,"Gully"
"LDDACACIA4",29.17983,-8.54063,2019,"Fall",7,19,691,3,717,720,0.009762901,0.026499303,0.036262204,0.963737796,"Gully"
"LDDACACIA4",29.17983,-8.54063,2019,"Winter",1,26,691,2,718,720,0.001392758,0.036211699,0.037604457,0.962395543,"Gully"
"LDDACACIA4",29.17983,-8.54063,2020,"Spring",9,14,683,14,706,720,0.012747875,0.019830028,0.032577904,0.967422096,"Gully"
"LDDACACIA4",29.17983,-8.54063,2020,"Summer",2,17,699,2,718,720,0.002785515,0.02367688,0.026462396,0.973537604,"Gully"
"LDDACACIA4",29.17983,-8.54063,2020,"Fall",24,17,674,5,715,720,0.033566434,0.023776224,0.057342657,0.942657343,"Gully"
"LDDACACIA4",29.17983,-8.54063,2020,"Winter",3,10,701,6,714,720,0.004201681,0.014005602,0.018207283,0.981792717,"Gully"
"LDDACACIA4",29.17983,-8.54063,2021,"Spring",4,14,699,3,717,720,0.005578801,0.019525802,0.025104603,0.974895397,"Gully"
"LDDACACIA4",29.17983,-8.54063,2021,"Summer",10,13,690,7,713,720,0.014025245,0.018232819,0.032258065,0.967741935,"Gully"
"LDDACACIA4",29.17983,-8.54063,2021,"Fall",3,18,697,2,718,720,0.004178273,0.025069638,0.029247911,0.970752089,"Gully"
"LDDACACIA4",29.17983,-8.54063,2021,"Winter",1,15,700,4,716,720,0.001396648,0.020949721,0.022346369,0.977653631,"Gully"
"LDDACACIA4",29.17983,-8.54063,2022,"Spring",25,32,654,9,711,720,0.035161744,0.045007032,0.080168776,0.919831224,"Gully"
"LDDACACIA4",29.17983,-8.54063,2022,"Summer",10,21,687,2,718,720,0.013927577,0.029247911,0.043175487,0.956824513,"Gully"
"LDDACACIA4",29.17983,-8.54063,2022,"Fall",2,19,692,7,713,720,0.002805049,0.026647966,0.029453015,0.970546985,"Gully"
"LDDACACIA4",29.17983,-8.54063,2022,"Winter",3,18,687,12,708,720,0.004237288,0.025423729,0.029661017,0.970338983,"Gully"
"LDDACACIA4",29.17983,-8.54063,2023,"Spring",31,13,671,5,715,720,0.043356643,0.018181818,0.061538462,0.938461538,"Gully"
"LDDACACIA4",29.17983,-8.54063,2023,"Summer",21,21,667,11,709,720,0.029619182,0.029619182,0.059238364,0.940761636,"Gully"
"LDDACACIA4",29.17983,-8.54063,2023,"Fall",5,16,690,9,711,720,0.007032349,0.022503516,0.029535865,0.970464135,"Gully"
"LDDACACIA4",29.17983,-8.54063,2023,"Winter",2,24,689,5,715,720,0.002797203,0.033566434,0.036363636,0.963636364,"Gully"
"LDDACACIA5",29.22637,-8.51193,2017,"Spring",0,4,705,11,709,720,0,0.005641749,0.005641749,0.994358251,"Gully"
"LDDACACIA5",29.22637,-8.51193,2017,"Summer",0,7,713,0,720,720,0,0.009722222,0.009722222,0.990277778,"Gully"
"LDDACACIA5",29.22637,-8.51193,2017,"Fall",0,9,711,0,720,720,0,0.0125,0.0125,0.9875,"Gully"
"LDDACACIA5",29.22637,-8.51193,2017,"Winter",1,3,715,1,719,720,0.001390821,0.004172462,0.005563282,0.994436718,"Gully"
"LDDACACIA5",29.22637,-8.51193,2018,"Spring",0,12,708,0,720,720,0,0.016666667,0.016666667,0.983333333,"Gully"
"LDDACACIA5",29.22637,-8.51193,2018,"Summer",0,2,717,1,719,720,0,0.002781641,0.002781641,0.997218359,"Gully"
"LDDACACIA5",29.22637,-8.51193,2018,"Fall",4,4,712,0,720,720,0.005555556,0.005555556,0.011111111,0.988888889,"Gully"
"LDDACACIA5",29.22637,-8.51193,2018,"Winter",3,3,710,4,716,720,0.004189944,0.004189944,0.008379888,0.991620112,"Gully"
"LDDACACIA5",29.22637,-8.51193,2019,"Spring",0,7,713,0,720,720,0,0.009722222,0.009722222,0.990277778,"Gully"
"LDDACACIA5",29.22637,-8.51193,2019,"Summer",0,5,715,0,720,720,0,0.006944444,0.006944444,0.993055556,"Gully"
"LDDACACIA5",29.22637,-8.51193,2019,"Fall",0,6,713,1,719,720,0,0.008344924,0.008344924,0.991655076,"Gully"
"LDDACACIA5",29.22637,-8.51193,2019,"Winter",0,15,705,0,720,720,0,0.020833333,0.020833333,0.979166667,"Gully"
"LDDACACIA5",29.22637,-8.51193,2020,"Spring",0,8,712,0,720,720,0,0.011111111,0.011111111,0.988888889,"Gully"
"LDDACACIA5",29.22637,-8.51193,2020,"Summer",0,8,712,0,720,720,0,0.011111111,0.011111111,0.988888889,"Gully"
"LDDACACIA5",29.22637,-8.51193,2020,"Fall",3,6,710,1,719,720,0.004172462,0.008344924,0.012517385,0.987482615,"Gully"
"LDDACACIA5",29.22637,-8.51193,2020,"Winter",0,4,713,3,717,720,0,0.005578801,0.005578801,0.994421199,"Gully"
"LDDACACIA5",29.22637,-8.51193,2021,"Spring",0,8,712,0,720,720,0,0.011111111,0.011111111,0.988888889,"Gully"
"LDDACACIA5",29.22637,-8.51193,2021,"Summer",0,5,715,0,720,720,0,0.006944444,0.006944444,0.993055556,"Gully"
"LDDACACIA5",29.22637,-8.51193,2021,"Fall",0,6,714,0,720,720,0,0.008333333,0.008333333,0.991666667,"Gully"
