Nest_Name,Nest_Latitude,Nest_Longitude,Year_Discovered,Number_Of_Items,Camera_trap_deployed
22M32N01,33.886,-2.523,2022,2,No
22M32N06,33.301,-2.675,2022,1,No
22M32N07,33.280,-2.743,2022,2,No
22M32N08,33.283,-2.971,2022,2,No
22M32N09,33.550,-2.755,2022,2,Yes
22M33N01,29.240,-7.925,2022,3,No
23G01N001,32.838,-3.762,2023,2,No
23G01N002,33.248,-3.680,2023,1,No
23G01N003,33.258,-3.683,2023,2,No
23G01N004,32.845,-3.741,2023,3,Yes
23G01N005,33.104,-3.791,2023,3,Yes
23G01N006,33.065,-3.828,2023,2,Yes
23G01N007,33.040,-3.690,2023,2,No
23G01N008,33.263,-3.669,2023,2,No
23G01N009,33.253,-3.695,2023,3,No
23G01N010,33.252,-3.690,2023,1,No
23G01N011,33.023,-3.724,2023,3,No
23G01N012,32.898,-4.911,2023,3,No
23G01N013,33.003,-3.716,2023,2,No
23G01N014,32.759,-4.013,2023,2,No
23G01N015,32.745,-3.997,2023,3,No
23G01N016,33.083,-3.729,2023,2,No
23G01N017,33.052,-3.747,2023,2,No
23G01N018,32.987,-3.744,2023,2,No
23G01N019,32.822,-3.790,2023,3,No
23G01N020,32.814,-3.758,2023,3,No
23G01N021,33.000,-3.718,2023,2,No
23G01N022,33.024,-3.663,2023,2,No
23G01N023,33.024,-3.669,2023,2,No
23G01N024,33.120,-3.753,2023,2,No
23G01N025,33.124,-3.740,2023,2,No
23G01N026,33.145,-3.701,2023,3,No
23G01N027,33.235,-3.722,2023,2,No
23G01N028,32.867,-4.729,2023,2,No
23G01N029,32.851,-4.729,2023,1,No
23G01N030,32.837,-3.754,2023,1,Yes
23G01N031,32.929,-4.184,2023,2,No
23G01N032,32.939,-4.172,2023,2,No
23G01N033,33.046,-4.264,2023,2,No
23G01N034,32.856,-4.029,2023,2,No
23G01N035,32.831,-3.768,2023,2,No
23G01N036,33.066,-4.763,2023,2,No
23G01N037,33.253,-3.702,2023,2,Yes
23G01N038,32.994,-3.697,2023,2,No
23G01N039,32.875,-4.740,2023,2,No
23G01N040,32.837,-4.746,2023,2,No
23G01N041,32.908,-4.855,2023,2,No
23G01N042,32.912,-4.886,2023,1,No
23G01N043,32.985,-4.936,2023,1,No
23G01N044,32.918,-3.625,2023,2,No
23G01N045,32.871,-4.019,2023,2,No
23G01N046,32.841,-4.020,2023,2,No
23G01N047,32.811,-4.045,2023,2,No
23G01N048,32.823,-4.168,2023,1,No
23G01N049,32.860,-3.971,2023,2,No
23G01N050,33.104,-3.741,2023,2,No
23G01N051,32.901,-4.697,2023,2,No
23G01N052,32.900,-4.759,2023,2,No
23G01N053,33.040,-3.738,2023,2,No
23G01N054,33.024,-3.669,2023,1,No
23G01N055,32.811,-4.199,2023,2,No
23G01N056,32.836,-3.775,2023,2,No
23G01N057,33.018,-3.739,2023,2,No
23G01N058,32.887,-4.893,2023,2,No
23G01N059,33.042,-3.770,2023,2,Yes
23G01N060,32.815,-4.163,2023,2,No
23G01N061,32.821,-4.171,2023,2,No
23G01N062,32.841,-4.021,2023,3,No
23G01N063,33.000,-4.548,2023,3,No
23G01N064,33.254,-3.691,2023,3,No
23G01N065,33.032,-3.651,2023,2,No
23G01N066,33.023,-3.664,2023,2,No
23G01N067,32.927,-4.882,2023,3,Yes
23G01N068,32.911,-4.939,2023,2,No
23G01N069,32.867,-4.713,2023,3,No
23G01N070,33.257,-3.682,2023,2,No
23G01N071,33.248,-3.679,2023,2,No
23G01N072,33.248,-3.670,2023,1,No
23G01N073,33.056,-4.699,2023,2,No
23G01N074,32.845,-4.685,2023,2,No
23G01N075,32.869,-4.734,2023,2,No
23G01N076,33.033,-3.660,2023,3,No
23G01N077,32.948,-3.703,2023,,No
23G02N001,33.233,-3.651,2023,2,No
23G02N002,33.230,-3.687,2023,2,No
23G02N003,33.252,-3.277,2023,2,No
23G02N004,33.137,-3.734,2023,2,Yes
23G02N005,33.131,-3.722,2023,3,Yes
23G02N006,33.137,-3.704,2023,3,No
23G02N007,33.169,-3.650,2023,2,No
23G02N008,33.147,-3.721,2023,2,No
23G02N009,33.113,-3.734,2023,2,Yes
23G02N010,33.152,-3.694,2023,2,No
23G02N011,33.164,-3.651,2023,2,No
23G02N012,33.138,-3.813,2023,2,Yes
23G02N013,33.188,-3.642,2023,2,No
23G02N014,33.200,-3.648,2023,2,No
23G02N015,33.150,-3.698,2023,2,No
23G02N016,33.102,-3.759,2023,3,Yes
23G02N017,33.138,-3.721,2023,1,No
23G02N018,33.132,-3.706,2023,2,No
23G02N019,33.288,-3.265,2023,3,No
23G02N020,33.199,-3.277,2023,3,No
23G02N021,33.145,-3.700,2023,3,No
23G02N022,33.133,-3.728,2023,2,No
23G02N023,33.130,-3.728,2023,3,No
23G02N024,33.136,-3.718,2023,2,No
23G02N025,33.091,-3.727,2023,3,No
23G02N026,33.210,-3.378,2023,2,No
23G02N027,33.158,-3.633,2023,1,No
23G02N028,32.869,-4.746,2023,2,No
23G02N029,32.868,-4.739,2023,2,No
23G02N030,32.735,-4.889,2023,2,No
23G02N031,32.654,-4.620,2023,2,No
23G02N032,33.210,-3.234,2023,2,No
23G02N033,33.215,-3.236,2023,3,No
23G02N034,33.152,-3.315,2023,3,No
23G02N035,33.204,-3.748,2023,2,No
23G02N036,32.907,-4.843,2023,2,No
23G02N037,33.088,-4.701,2023,2,No
23G02N038,33.154,-3.753,2023,3,No
23G02N039,33.160,-3.724,2023,3,Yes
23G02N040,32.651,-4.612,2023,3,No
23G02N041,32.880,-4.740,2023,2,No
23G02N042,33.176,-3.610,2023,2,No
23G02N043,33.232,-3.271,2023,3,No
23G02N044,33.047,-3.775,2023,2,No
23G02N045,33.209,-3.798,2023,3,No
23G02N046,33.105,-3.741,2023,1,Yes
23G02N047,33.149,-3.728,2023,2,No
23G02N048,32.892,-4.871,2023,2,No
23G02N049,33.171,-3.625,2023,2,No
23G02N050,33.224,-3.656,2023,1,No
23G02N051,33.065,-3.832,2023,2,No
23G02N052,33.102,-4.492,2023,2,No
23G02N053,33.209,-3.686,2023,1,No
23G02N054,33.197,-3.689,2023,2,No
23G02N055,32.843,-4.725,2023,2,No
23G02N056,33.159,-3.644,2023,2,No
23G02N057,32.872,-4.820,2023,1,No
23G03N001,33.835,-2.545,2023,2,No
23G03N002,33.907,-2.512,2023,3,No
23G03N003,33.263,-2.932,2023,3,No
23G03N004,33.893,-2.580,2023,2,Yes
23G03N005,33.573,-2.754,2023,3,Yes
23G03N006,33.242,-3.059,2023,2,No
23G03N007,33.384,-2.905,2023,3,No
23G03N008,33.954,-2.414,2023,3,No
23G03N009,33.881,-2.582,2023,1,No
23G03N010,33.858,-2.128,2023,3,No
23G03N011,33.351,-3.022,2023,2,No
23G03N012,33.218,-3.329,2023,3,No
23G03N013,33.397,-2.920,2023,2,No
23G03N014,33.231,-3.011,2023,3,No
23G03N015,33.226,-3.258,2023,2,No
23G03N016,33.881,-2.525,2023,3,Yes
23G03N017,33.971,-2.371,2023,3,Yes
23G03N018,33.971,-2.371,2023,3,No
23G03N019,33.953,-2.317,2023,3,No
23G03N020,33.634,-2.905,2023,2,No
23G03N021,33.369,-3.194,2023,2,No
23G03N022,33.389,-3.355,2023,2,No
23G03N023,33.193,-3.101,2023,3,No
23G03N024,33.885,-2.584,2023,2,No
23G03N025,33.981,-2.385,2023,3,No
23G03N026,33.974,-2.385,2023,3,Yes
23G03N027,33.922,-2.422,2023,3,No
23G03N028,33.936,-2.355,2023,3,No
23G03N029,33.867,-2.454,2023,3,No
23G03N030,33.582,-3.189,2023,3,No
23G03N031,33.394,-2.949,2023,3,No
23G03N032,33.883,-2.580,2023,2,No
23G03N033,33.923,-2.431,2023,3,No
23G03N034,33.940,-2.350,2023,3,No
23G03N035,33.681,-2.840,2023,3,No
23G03N036,33.364,-3.210,2023,2,No
23G03N037,33.482,-3.096,2023,2,No
23G03N038,33.316,-3.223,2023,2,No
23G03N039,33.708,-2.616,2023,3,No
23G03N040,33.579,-2.744,2023,3,No
23G03N041,33.338,-3.048,2023,2,No
23G03N042,33.291,-2.944,2023,2,No
23G03N043,33.162,-2.921,2023,2,No
23G03N044,33.123,-3.097,2023,3,No
23G03N045,33.355,-2.532,2023,2,No
23G03N046,33.676,-2.557,2023,2,No
23G03N047,33.098,-3.140,2023,2,No
23G03N048,33.076,-2.988,2023,2,No
23G03N049,33.151,-2.989,2023,1,No
23G03N050,33.156,-3.006,2023,2,No
23G03N051,33.245,-2.930,2023,3,No
23G03N052,33.802,-2.477,2023,2,No
23G03N053,33.971,-2.314,2023,2,No
23G03N054,33.561,-3.213,2023,2,No
23G03N055,33.253,-3.185,2023,2,No
23G03N056,33.446,-3.129,2023,2,No
23G03N057,33.324,-2.371,2023,2,No
23G03N058,33.389,-2.440,2023,,No
23G03N059,33.742,-2.605,2023,2,No
23G03N060,33.195,-3.025,2023,2,No
23G03N061,33.022,-3.156,2023,2,No
23G03N062,33.770,-2.466,2023,2,No
23G03N063,33.858,-2.480,2023,3,No
23G03N064,33.114,-3.072,2023,2,No
23G03N065,33.305,-2.765,2023,2,No
23G03N066,33.787,-2.472,2023,2,No
23G03N067,33.309,-2.866,2023,3,No
23G03N068,33.603,-3.126,2023,3,No
23G03N069,34.015,-2.476,2023,3,No
23G03N070,33.320,-3.128,2023,1,No
23G03N071,33.100,-3.124,2023,2,No
23G03N072,33.122,-2.993,2023,2,No
23G03N073,33.658,-2.493,2023,2,No
23G03N074,33.707,-2.750,2023,2,Yes
23G05N001,33.081,-2.811,2023,2,No
23G05N002,33.120,-1.975,2023,3,Yes
23G05N003,33.150,-2.034,2023,3,No
23G05N004,33.156,-2.514,2023,3,Yes
23G05N005,33.172,-2.376,2023,3,No
23G05N006,32.629,-2.907,2023,1,No
23G05N007,32.558,-2.257,2023,3,No
23G05N008,32.287,-1.546,2023,2,No
23G05N009,32.482,-1.479,2023,2,No
23G05N010,32.554,-2.242,2023,2,No
23G05N011,32.265,-2.418,2023,2,No
23G05N012,33.198,-2.417,2023,3,No
23G05N013,33.184,-2.447,2023,3,No
23G05N014,33.196,-2.433,2023,2,No
23G05N015,33.140,-2.100,2023,2,No
23G05N016,32.468,-1.501,2023,2,No
23G05N017,33.206,-2.359,2023,2,No
23G05N018,32.666,-2.650,2023,2,No
23G05N019,33.082,-2.819,2023,1,No
23G05N020,32.823,-2.097,2023,1,No
23G05N021,32.211,-2.368,2023,2,No
23G06N001,33.905,-2.254,2023,3,No
23G06N002,33.395,-2.586,2023,2,No
23G06N003,34.007,-2.348,2023,3,No
23G06N004,33.537,-2.351,2023,3,No
23G06N005,33.586,-2.931,2023,2,No
23G06N006,33.829,-2.307,2023,2,No
23G06N007,33.971,-2.368,2023,3,No
23G06N008,33.354,-2.614,2023,1,No
23G06N009,33.327,-2.488,2023,3,No
23G06N010,33.146,-1.988,2023,3,Yes
23G06N011,33.669,-2.980,2023,3,No
23G06N012,33.885,-2.445,2023,2,No
23G06N013,33.886,-2.397,2023,3,No
23G06N014,33.763,-2.359,2023,3,No
23G06N015,33.969,-2.225,2023,2,No
23G06N016,33.910,-2.263,2023,3,No
23G06N017,33.735,-2.115,2023,3,No
23G06N018,33.682,-2.006,2023,3,No
23G06N019,33.262,-2.005,2023,3,Yes
23G06N020,33.142,-1.993,2023,2,No
23G06N021,33.984,-2.215,2023,3,No
23G06N022,33.738,-2.380,2023,1,No
23G06N023,33.737,-2.377,2023,2,No
23G06N024,33.574,-2.954,2023,2,No
23G06N025,33.973,-2.347,2023,3,No
23G06N026,33.373,-2.663,2023,3,No
23G06N027,33.237,-2.407,2023,3,Yes
23G06N028,33.247,-2.398,2023,3,No
23G06N029,33.127,-1.989,2023,2,No
23G06N030,33.876,-2.255,2023,2,No
23G06N031,33.815,-2.273,2023,2,No
23G06N032,33.880,-2.291,2023,3,No
23G06N033,33.887,-2.293,2023,2,Yes
23G06N034,33.981,-2.224,2023,3,No
23G06N035,33.953,-2.363,2023,3,No
23G06N036,33.924,-2.377,2023,2,No
23G06N037,33.355,-2.519,2023,3,No
23G06N038,33.828,-2.425,2023,3,No
23G06N039,33.695,-2.000,2023,2,No
23G06N040,33.467,-2.530,2023,2,No
23G06N041,33.927,-2.366,2023,2,No
23G06N042,33.983,-2.216,2023,2,No
23G06N043,33.888,-2.460,2023,2,No
23G06N044,33.213,-2.404,2023,2,No
23G06N045,33.237,-2.392,2023,3,No
23G06N046,33.230,-2.336,2023,3,No
23G06N047,33.218,-2.356,2023,2,No
23G06N048,33.942,-2.376,2023,2,No
23G06N049,33.785,-2.356,2023,2,No
23G06N050,33.808,-2.414,2023,2,No
23G06N051,33.424,-2.593,2023,3,No
23G06N052,33.333,-2.649,2023,2,No
23G06N053,33.781,-2.378,2023,2,No
23G06N054,33.877,-2.295,2023,3,No
23G06N055,33.447,-1.983,2023,3,No
23G06N056,33.746,-2.395,2023,2,No
23G06N057,33.785,-2.337,2023,2,No
23G06N058,33.737,-2.135,2023,3,No
23G06N059,33.932,-2.335,2023,2,No
23G06N060,33.720,-2.120,2023,2,No
23G06N061,33.790,-2.418,2023,3,No
23G06N062,33.846,-2.288,2023,2,No
23G06N063,34.058,-2.257,2023,2,No
23G06N064,33.718,-2.403,2023,3,No
23G06N065,33.744,-2.401,2023,1,No
23G06N066,33.940,-2.386,2023,1,No
23G06N067,33.908,-2.244,2023,2,No
23G06N068,33.937,-2.461,2023,1,No
23G06N069,33.723,-2.482,2023,2,Yes
23G06N070,33.654,-2.958,2023,1,No
23G06N071,33.775,-2.406,2023,1,No
23G06N072,33.895,-2.341,2023,3,No
23G06N073,33.900,-2.388,2023,2,Yes
23G06N074,33.670,-2.584,2023,1,No
23G07N001,33.252,-2.569,2023,3,No
23G07N002,33.213,-2.683,2023,2,No
23G07N003,32.289,-1.638,2023,2,No
23G07N004,32.517,-1.407,2023,2,No
23G07N005,32.672,-2.382,2023,2,No
23G07N006,32.615,-1.532,2023,1,No
23G07N007,33.163,-2.444,2023,2,No
23G07N008,32.458,-1.517,2023,3,No
23G07N009,32.735,-2.102,2023,2,No
23G07N010,32.890,-2.141,2023,2,No
23G07N011,32.994,-2.854,2023,1,No
23G07N012,33.081,-2.632,2023,2,No
23G07N013,32.671,-2.603,2023,3,No
23G07N014,32.953,-3.045,2023,2,No
23G07N015,33.068,-2.931,2023,2,Yes
23G07N016,33.209,-2.942,2023,2,No
23G07N017,33.085,-2.970,2023,2,No
23G07N018,33.117,-3.146,2023,2,No
23G07N019,33.095,-3.172,2023,2,No
23G07N020,33.060,-3.141,2023,2,No
23G07N021,33.033,-3.082,2023,2,No
23G07N022,33.028,-3.082,2023,2,No
23G07N023,33.039,-3.066,2023,3,No
23G07N024,33.085,-3.047,2023,3,No
23G07N025,33.070,-2.956,2023,1,No
23G07N026,33.080,-2.810,2023,2,No
23G07N027,33.028,-2.768,2023,3,No
23G07N028,32.922,-2.874,2023,2,No
23G07N029,32.955,-2.839,2023,1,No
23G07N030,33.116,-3.027,2023,2,No
23G07N031,33.141,-2.907,2023,3,Yes
23G07N032,33.142,-2.999,2023,1,No
23G07N033,33.143,-3.018,2023,2,No
23G07N034,33.154,-3.005,2023,3,No
23G07N035,32.831,-2.548,2023,2,No
23G07N036,32.863,-2.676,2023,1,No
23G07N037,33.039,-3.060,2023,3,No
23G07N038,33.176,-2.954,2023,3,No
23G07N039,32.949,-3.053,2023,2,No
23G07N040,33.112,-3.137,2023,2,No
23G08N001,32.768,-2.374,2023,2,No
23G08N002,33.107,-2.523,2023,3,No
23G08N003,33.243,-2.567,2023,3,No
23G08N004,33.091,-2.364,2023,3,No
23G08N005,33.147,-2.669,2023,3,No
23G08N006,33.096,-2.670,2023,3,No
23G08N007,33.091,-2.754,2023,3,No
23G08N008,32.772,-2.370,2023,2,No
23G08N009,33.189,-2.489,2023,2,No
23G08N010,33.187,-2.618,2023,3,No
23G08N011,32.782,-2.302,2023,2,No
23G08N012,32.754,-2.436,2023,2,No
23G08N013,32.699,-2.143,2023,2,No
23G08N014,33.233,-2.364,2023,3,No
23G08N015,32.775,-2.370,2023,2,No
23G08N016,33.139,-2.582,2023,2,No
23G08N017,33.066,-2.624,2023,2,No
23G08N018,33.133,-1.992,2023,2,No
23G08N019,32.527,-2.079,2023,1,No
23G08N020,32.654,-2.404,2023,2,No
23G08N021,32.758,-2.349,2023,2,No
23G08N022,33.114,-3.153,2023,1,No
23G08N023,33.044,-3.071,2023,2,No
23G08N024,33.105,-2.995,2023,2,No
23M01N01,33.286,-3.794,2023,2,Yes
23M01N02,33.188,-3.896,2023,1,Yes
23M01N03,33.159,-2.999,2023,2,No
23M01N04,33.024,-3.934,2023,2,Yes
23M01N05,33.021,-3.158,2023,3,No
23M01N06,33.082,-3.121,2023,3,No
23M01N07,33.045,-3.656,2023,2,Yes
23M01N08,33.047,-3.684,2023,2,No
23M01N09,32.876,-4.817,2023,2,Yes
23M01N10,32.914,-4.753,2023,3,No
23M01N11,33.582,-3.174,2023,3,No
23M02N01,33.907,-2.210,2023,3,Yes
23M02N02,33.916,-2.554,2023,3,Yes
23M02N03,33.904,-2.590,2023,3,Yes
23M02N04,33.129,-3.995,2023,2,Yes
23M02N05,32.673,-4.887,2023,3,Yes
23M02N06,33.050,-3.670,2023,2,Yes
23M02N07,33.729,-2.624,2023,2,No
23M02N08,33.914,-2.424,2023,1,Yes
23M02N09,33.071,-2.632,2023,2,No
23M02N10,33.318,-2.898,2023,2,Yes
23M02N11,33.106,-3.965,2023,,No
23M02N12,33.119,-3.997,2023,,No
23M02N13,33.149,-3.939,2023,2,Yes
23M02N14,33.111,-4.389,2023,2,No
23M02N15,32.718,-4.354,2023,2,No
23M02N16,33.555,-2.761,2023,2,Yes
23M02N17,33.864,-2.452,2023,,No
23M02N18,34.239,-1.876,2023,2,No
23M02N19,33.680,-2.710,2023,2,Yes
23M02N20,33.264,-2.803,2023,2,Yes
23M07N01,33.791,-2.398,2023,2,Yes
23M07N02,33.962,-2.541,2023,3,Yes
23M07N03,33.556,-2.762,2023,3,Yes
23M07N04,32.732,-4.004,2023,2,Yes
23M07N05,32.901,-3.917,2023,2,Yes
23M07N06,33.136,-3.944,2023,2,Yes
23M07N07,33.215,-3.855,2023,,No
23M07N08,32.929,-4.883,2023,3,Yes
23M07N09,32.711,-4.478,2023,2,Yes
23M07N15,33.290,-3.949,2023,2,Yes
23M07N17,32.911,-4.865,2023,2,No
23M07N18,32.911,-4.882,2023,2,No
23M07N19,33.022,-4.574,2023,2,No
23M07N20,33.127,-3.038,2023,3,Yes
23M08N01,33.186,-3.921,2023,2,Yes
23M08N02,33.199,-3.897,2023,2,Yes
23M08N03,32.912,-4.080,2023,2,No
23M08N04,32.908,-4.073,2023,2,No
23M09N01,33.238,-2.862,2023,2,Yes
23M09N02,33.074,-3.026,2023,2,No
23M09N03,32.815,-4.246,2023,2,No
23M09N04,33.135,-3.793,2023,,No
23M09N05,33.280,-3.797,2023,2,Yes
23M13N01,29.817,-7.262,2023,2,No
23M13N02,30.163,-6.735,2023,1,No
23M13N03,30.004,-7.469,2023,2,Yes
23M15N01,33.353,-3.309,2023,2,Yes
23M15N02,32.998,-3.159,2023,1,Yes
23M15N03,33.793,-2.407,2023,2,Yes
23M15N031,33.316,-2.698,2023,3,No
23M15N04,33.299,-2.900,2023,2,Yes
23M15N05,33.128,-2.935,2023,2,Yes
23M15N06,32.988,-3.157,2023,2,No
23M18N01,33.439,-3.819,2023,2,Yes
23M18N02,33.306,-3.826,2023,1,Yes
23M18N04,33.137,-4.016,2023,2,Yes
23M18N05,32.969,-3.947,2023,2,Yes
23M18N06,33.522,-3.722,2023,2,No
23M18N07,32.909,-3.915,2023,2,Yes
23M18N08,32.901,-3.962,2023,2,Yes
23M18N09,32.907,-3.976,2023,2,Yes
23M18N10,33.322,-3.829,2023,2,Yes
23M21N01,33.202,-3.783,2023,2,Yes
23M21N02,33.006,-4.088,2023,2,No
23M21N03,33.111,-3.976,2023,2,Yes
23M21N04,32.872,-4.010,2023,2,Yes
23M21N05,33.803,-2.335,2023,2,Yes
23M21N06,33.888,-2.515,2023,2,Yes
23M21N07,33.722,-2.323,2023,3,Yes
23M21N08,33.677,-2.362,2023,2,No
23M21N09,33.648,-2.506,2023,2,No
23M21N10,32.940,-3.708,2023,2,No
23M24N01,33.945,-2.413,2023,3,Yes
23M24N02,33.278,-4.386,2023,2,Yes
23M24N03,32.874,-4.010,2023,3,No
23M24N04,32.714,-3.985,2023,3,Yes
23M25N01,33.316,-2.874,2023,3,Yes
23M25N02,33.293,-2.264,2023,2,Yes
23M25N03,33.881,-2.446,2023,2,Yes
23M25N04,33.105,-3.975,2023,2,Yes
23M25N05,33.039,-3.703,2023,2,Yes
23M25N06,33.238,-3.866,2023,2,No
23M25N07,32.907,-3.676,2023,3,Yes
23M25N08,33.245,-3.970,2023,2,Yes
23M25N09,33.133,-3.950,2023,,No
23M25N10,33.753,-2.437,2023,2,Yes
23M25N11,33.806,-2.451,2023,3,Yes
23M25N12,33.879,-2.397,2023,2,Yes
23M25N13,33.802,-2.301,2023,2,Yes
23M25N14,33.968,-2.263,2023,3,Yes
23M25N15,33.196,-4.037,2023,2,Yes
23M25N17,33.228,-3.707,2023,2,Yes
23M25N18,33.902,-2.465,2023,3,Yes
23M25N19,33.819,-2.339,2023,,No
23M25N20,33.129,-3.186,2023,1,Yes
23M25N21,33.087,-3.180,2023,2,Yes
23M25N22,33.924,-2.542,2023,2,Yes
23M25N25,33.324,-2.873,2023,2,Yes
23M25N26,33.291,-2.892,2023,2,Yes
23M25N27,33.114,-3.015,2023,3,Yes
23M25N28,33.103,-3.009,2023,3,Yes
23M25N29,33.075,-3.021,2023,3,No
23M25N30,33.085,-3.185,2023,2,Yes
23M25N31,33.744,-2.432,2023,3,Yes
23M25N32,33.747,-2.433,2023,3,Yes
23M25N33,33.881,-2.467,2023,2,Yes
23M25N34,33.872,-2.405,2023,2,Yes
23M25N35,33.019,-2.989,2023,3,Yes
23M25N36,33.103,-3.132,2023,,No
23M25N37,33.123,-2.948,2023,3,No
23M25N38,33.158,-2.914,2023,2,Yes
23M25N39,33.424,-3.765,2023,2,No
23M25N41,32.841,-4.725,2023,2,No
23M25N42,32.872,-4.743,2023,2,No
23M25N43,33.086,-4.709,2023,2,No
23M25N44,32.667,-4.862,2023,2,No
23M27N01,33.226,-2.674,2023,1,Yes
23M27N02,32.519,-2.940,2023,,No
23M28N01,33.687,-2.698,2023,2,No
23M28N02,33.963,-2.375,2023,2,Yes
23M28N03,32.872,-4.820,2023,1,Yes
23M28N04,33.861,-2.336,2023,,No
23M32N04,33.676,-2.559,2023,2,Yes
24G01U001,33.011,-3.668,2024,2,No
24G01U002,32.898,-4.766,2024,3,No
24G01U003,33.163,-3.640,2024,1,No
24G01U004,33.023,-3.668,2024,2,Yes
24G01U005,32.857,-3.783,2024,1,No
24G01U006,32.835,-4.745,2024,2,Yes
24G01U007,32.833,-4.733,2024,3,Yes
24G01U008,33.157,-3.647,2024,1,Yes
24G01U009,32.915,-4.863,2024,2,No
24G01U010,32.915,-4.889,2024,2,No
24G01U011,32.835,-4.728,2024,2,No
24G01U012,32.844,-4.614,2024,3,No
24G01U013,32.913,-4.881,2024,2,No
24G01U014,32.828,-4.721,2024,2,Yes
24G01U015,32.775,-4.841,2024,2,No
24G01U016,32.874,-4.714,2024,2,No
24G01U017,32.819,-4.849,2024,1,No
24G01U018,33.048,-4.687,2024,2,Yes
24G01U019,32.872,-4.697,2024,2,No
24G01U020,33.069,-3.786,2024,2,Yes
24G01U021,32.879,-4.731,2024,2,No
24G01U022,32.996,-4.448,2024,1,No
24G01U023,33.149,-3.704,2024,2,Yes
24G01U024,33.120,-3.702,2024,2,No
24G01U025,33.033,-3.662,2024,2,No
24G01U026,32.847,-4.688,2024,2,No
24G01U027,33.209,-3.682,2024,2,Yes
24G01U028,32.737,-4.867,2024,1,Yes
24G01U029,33.142,-3.822,2024,2,No
24G02U001,32.902,-4.748,2024,2,No
24G02U002,33.213,-3.694,2024,2,No
24G02U003,33.145,-3.311,2024,2,No
24G02U004,33.126,-3.716,2024,2,No
24G02U005,32.837,-4.704,2024,2,No
24G02U006,32.865,-4.729,2024,2,No
24G02U007,32.877,-4.721,2024,2,No
24G02U008,32.835,-4.691,2024,3,No
24G02U009,32.846,-4.709,2024,2,No
24G02U010,32.851,-4.706,2024,2,No
24G02U011,32.848,-4.719,2024,2,No
24G02U012,32.892,-4.786,2024,3,No
24G02U013,33.136,-3.727,2024,1,No
24G02U014,32.908,-4.874,2024,2,No
24G02U015,32.918,-4.895,2024,2,No
24G02U016,33.129,-3.725,2024,1,No
24G03U001,33.094,-3.255,2024,2,No
24G03U002,33.083,-2.973,2024,2,No
24G03U003,33.033,-3.123,2024,2,No
24G03U004,33.420,-3.155,2024,2,No
24G03U005,33.050,-3.070,2024,2,No
24G03U006,33.064,-2.998,2024,2,No
24G03U007,33.246,-3.189,2024,2,No
24G03U008,33.749,-3.149,2024,2,No
24G03U009,33.087,-3.206,2024,2,No
24G03U010,33.231,-3.011,2024,1,No
24G03U011,32.931,-3.260,2024,2,No
24G03U012,33.158,-2.913,2024,2,Yes
24G03U013,33.157,-2.924,2024,2,No
24G03U014,33.037,-3.118,2024,2,Yes
24G03U015,33.027,-3.108,2024,3,Yes
24G03U016,32.893,-3.293,2024,2,No
24G03U017,33.073,-2.931,2024,2,No
24G03U018,33.123,-2.978,2024,2,Yes
24G03U019,33.068,-2.929,2024,3,Yes
24G03U020,33.111,-2.916,2024,2,Yes
24G03U021,33.121,-2.975,2024,2,Yes
24G03U022,33.052,-2.942,2024,2,No
24G03U023,33.027,-3.134,2024,3,No
24G03U024,33.173,-2.913,2024,2,No
24G03U025,32.957,-2.909,2024,1,Yes
24G03U026,32.985,-3.151,2024,1,No
24G03U027,33.092,-3.066,2024,2,No
24G03U028,33.437,-3.274,2024,2,No
24G03U029,33.571,-2.743,2024,2,No
24G05U001,32.265,-2.418,2024,2,No
24G05U002,32.980,-3.056,2024,2,No
24G05U003,32.631,-2.910,2024,2,Yes
24G05U004,32.266,-2.419,2024,2,Yes
24G05U005,32.909,-2.672,2024,2,No
24G06U001,33.886,-2.516,2024,1,Yes
24G06U002,33.779,-2.380,2024,2,Yes
24G06U003,33.236,-2.406,2024,2,No
24G06U004,33.144,-2.000,2024,2,No
24G07U001,32.912,-2.794,2024,2,No
24G07U002,32.980,-3.053,2024,2,No
24G07U003,32.974,-3.033,2024,2,No
24G07U004,32.937,-2.928,2024,2,No
24G07U005,32.973,-3.061,2024,2,No
24G07U006,33.036,-2.840,2024,1,No
24G07U007,32.916,-2.858,2024,2,Yes
24G07U008,32.876,-2.965,2024,2,Yes
24G07U009,32.680,-2.813,2024,2,No
24G07U010,33.088,-2.827,2024,3,Yes
24G07U011,32.664,-2.730,2024,2,No
24G08U001,33.080,-3.267,2024,2,Yes
24G08U002,32.861,-2.136,2024,3,No
24G08U003,32.998,-2.076,2024,1,No
24G08U004,32.875,-2.119,2024,1,No
24G08U005,32.996,-2.090,2024,2,No
24G08U006,32.199,-2.362,2024,2,No
24G08U007,32.643,-2.175,2024,2,No
24M01U002,33.101,-3.263,2024,2,No
24M01U003,33.075,-3.192,2024,2,Yes
24M01U004,32.868,-4.740,2024,3,Yes
24M01U005,32.872,-4.711,2024,2,No
24M01U006,32.903,-4.794,2024,2,No
24M01U007,32.894,-4.790,2024,2,Yes
24M01U008,33.131,-4.463,2024,2,Yes
24M01U009,32.901,-4.795,2024,2,Yes
24M01U010,33.031,-4.684,2024,2,Yes
24M01U011,33.263,-3.865,2024,,No
24M01U012,32.924,-4.891,2024,2,Yes
24M01U013,33.143,-3.920,2024,2,Yes
