Reference_Observation_Point_Name,Reference_Observation_Point_Latitude,Reference_Observation_Point_Longitude,Real_Observation_Point_Name,Real_Observation_Point_Date,Real_Observation_Point_Latitude,Real_Observation_Point_Longitude,Display_Station_Name,Display_Station_Latitude,Display_Station_Longitude,Displaying_Male_Number
P02-D,33.157,-3.922,20M18P02-D,18/02/2020 07:31:00,33.15721,-3.92247,NULL,NULL,NULL,1
P05-1,33.167,-3.891,20M18P05-1,18/02/2020 06:53:00,33.16658,-3.89125,NULL,NULL,NULL,1
P05-2,33.170,-3.912,20M18P05-2,18/02/2020 07:14:00,33.16954,-3.91239,NULL,NULL,NULL,1
P05-3,33.172,-3.937,20M18P05-3,18/02/2020 07:50:00,33.17236,-3.93712,NULL,NULL,NULL,1
P02-3,33.120,-4.008,20M18P02-3,20/02/2020 07:08:00,33.11963,-4.00802,NULL,NULL,NULL,1
P02-4,33.133,-4.024,20M18P02-4,20/02/2020 07:25:00,33.13313,-4.02375,NULL,NULL,NULL,1
P02-5,33.146,-4.041,20M18P02-5,20/02/2020 07:42:00,33.1462,-4.04133,NULL,NULL,NULL,1
P02-2,33.110,-3.988,20M18P02-2,20/02/2020 06:53:00,33.10997,-3.98804,NULL,NULL,NULL,1
P08-7,33.270,-3.971,20M20P08-7,20/02/2020 08:14:00,33.26992,-3.97114,20M20-D03,33.26731,-3.96477,1
P09-6,33.271,-3.931,20M20P09-6,20/02/2020 06:47:00,33.27129,-3.93146,20M20-D02,33.27365,-3.92703,1
P09-7,33.280,-3.949,20M20P09-7,20/02/2020 07:37:00,33.28002,-3.94879,NULL,NULL,NULL,1
P09-8,33.285,-3.976,20M20P09-8,20/02/2020 07:55:00,33.28469,-3.97554,NULL,NULL,NULL,1
P03-3,33.145,-3.994,20M08P03-3,20/02/2020 06:59:00,33.14459,-3.99381,20M08D12,33.13592,-3.99586,1
P03-4,33.160,-4.007,20M08P03-4,20/02/2020 07:44:00,33.16035,-4.00691,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,20M08P031B,20/02/2020 08:03:00,33.15824,-4.02025,NULL,NULL,NULL,1
P03-2B,33.168,-4.044,20M08P032B,20/02/2020 08:34:00,33.16834,-4.04411,NULL,NULL,NULL,1
P12-3,33.304,-3.824,20M08P12-3,19/02/2020 07:09:00,33.30423,-3.82417,NULL,NULL,NULL,1
P08-1,33.204,-3.864,20M18P08-1,19/02/2020 06:50:00,33.20398,-3.86443,NULL,NULL,NULL,1
P06-2,33.198,-3.898,20M18P06-2,22/02/2020 07:07:00,33.19824,-3.89787,20M18D04,33.19991,-3.90001,1
P07-5,33.235,-3.948,20M09P07-5,22/02/2020 06:53:00,33.23495,-3.94796,NULL,NULL,NULL,1
P07-6,33.246,-3.965,20M09P07-6,22/02/2020 07:13:00,33.24641,-3.96453,NULL,NULL,NULL,1
P07-7,33.255,-3.993,20M09P07-7,22/02/2020 07:36:00,33.25453,-3.99276,NULL,NULL,NULL,1
P08-6,33.255,-3.958,20M09P08-6,22/02/2020 08:02:00,33.25546,-3.95768,20M09D06,33.24777,-3.95219,1
P04-5,33.176,-3.991,20M08P04-5,22/02/2020 06:47:00,33.17588,-3.99074,NULL,NULL,NULL,1
P04-6,33.184,-4.004,20M08P04-6,22/02/2020 07:13:00,33.1844,-4.00411,NULL,NULL,NULL,1
P04-C,33.221,-3.950,20M06P04-C,22/02/2020 07:09:00,33.22088,-3.95049,NULL,NULL,NULL,1
P05-C,33.232,-3.965,20M06P05-C,22/02/2020 07:26:00,33.23212,-3.96544,NULL,NULL,NULL,1
P07-4,33.223,-3.932,20M06P07-4,22/02/2020 06:50:00,33.22266,-3.93226,NULL,NULL,NULL,1
P03-5,33.176,-4.021,20M20P03-5,22/02/2020 07:10:00,33.17552,-4.0209,NULL,NULL,NULL,1
P05-6,33.180,-4.015,20M20P05-6,22/02/2020 06:38:00,33.17973,-4.015,NULL,NULL,NULL,1
P09-4,33.252,-3.893,20M07P09-4,22/02/2020 06:56:00,33.25195,-3.89303,NULL,NULL,NULL,1
P09-5,33.262,-3.912,20M07P09-5,22/02/2020 07:12:00,33.26151,-3.91195,NULL,NULL,NULL,1
P10-4,33.281,-3.888,20M07P10-4,22/02/2020 07:36:00,33.28103,-3.88763,NULL,NULL,NULL,1
P10-5,33.286,-3.910,20M07P10-5,22/02/2020 07:52:00,33.28623,-3.90973,NULL,NULL,NULL,1
P07-1,33.196,-3.876,20M25P07-1,22/02/2020 06:45:00,33.19588,-3.87635,NULL,NULL,NULL,1
P07-2,33.210,-3.890,20M25P07-2,22/02/2020 07:14:00,33.21034,-3.8895,NULL,NULL,NULL,1
P07-3,33.217,-3.912,20M25P07-3,22/02/2020 07:40:00,33.21662,-3.91151,NULL,NULL,NULL,1
P12-6,33.323,-3.884,20M26P12-6,23/02/2020 08:08:00,33.32306,-3.88442,NULL,NULL,NULL,1
P12-5,33.317,-3.864,20M26P12-5,23/02/2020 07:52:00,33.31656,-3.86419,NULL,NULL,NULL,1
P12-4,33.310,-3.846,20M26P12-4,23/02/2020 06:59:00,33.30951,-3.84624,20M26D05,33.3079,-3.84241,1
P12-4,33.310,-3.846,20M26P12-4,23/02/2020 06:59:00,33.30951,-3.84624,20M26D06,33.31895,-3.83558,1
P12-4,33.310,-3.846,20M26P12-4,23/02/2020 06:59:00,33.30951,-3.84624,20M26D07,33.32336,-3.8547,1
P01-D,33.135,-3.954,20M18P01-D,25/02/2020 07:35:00,33.13511,-3.95388,NULL,NULL,NULL,1
P02-1,33.100,-3.968,20M18P02-1,25/02/2020 06:43:00,33.10029,-3.96785,NULL,NULL,NULL,1
P03-1,33.115,-3.961,20M18P03-1,25/02/2020 07:01:00,33.11468,-3.96081,NULL,NULL,NULL,1
P03-2,33.131,-3.977,20M18P03-2,25/02/2020 07:17:00,33.13055,-3.97684,NULL,NULL,NULL,1
P06-6,33.221,-3.985,20M18P06-6,26/02/2020 06:56:00,33.22102,-3.98526,NULL,NULL,NULL,1
P06-7,33.230,-4.005,20M18P06-7,26/02/2020 07:16:00,33.23029,-4.00434,20M18D05,33.22956,-3.99721,1
P06-7,33.230,-4.005,20M18P06-7,26/02/2020 07:16:00,33.23029,-4.00434,20M18D06,33.23555,-4.00806,1
P06-7,33.230,-4.005,20M18P06-7,26/02/2020 07:16:00,33.23029,-4.00434,20M18D07,33.23983,-4.01149,1
P06-8,33.242,-4.022,20M18P06-8,26/02/2020 07:49:00,33.24199,-4.02247,NULL,NULL,NULL,1
P06-9,33.236,-4.032,20M18P06-9,26/02/2020 08:10:00,33.23575,-4.03155,NULL,NULL,NULL,1
P04-8,33.202,-4.033,20M17P04-8,25/02/2020 07:16:00,33.20248,-4.03305,NULL,NULL,NULL,1
P04-9,33.219,-4.062,20M17P04-9,25/02/2020 08:03:00,33.21894,-4.06244,NULL,NULL,NULL,1
P05-7,33.181,-4.030,20M17P05-7,25/02/2020 06:49:00,33.18122,-4.02984,NULL,NULL,NULL,1
P05-8,33.203,-4.046,20M17P05-8,25/02/2020 07:36:00,33.20321,-4.04595,NULL,NULL,NULL,1
P08-D,33.226,-3.870,20M17P08-D,26/02/2020 07:58:00,33.22627,-3.86973,NULL,NULL,NULL,1
P09-1,33.228,-3.835,20M17P09-1,26/02/2020 06:44:00,33.22805,-3.83544,NULL,NULL,NULL,1
P09-2,33.234,-3.856,20M17P09-2,26/02/2020 07:02:00,33.23378,-3.85594,20M17D07,33.24458,-3.86552,1
P09-3,33.243,-3.875,20M17P09-3,26/02/2020 07:29:00,33.24264,-3.87466,NULL,NULL,NULL,1
P01-C,33.286,-3.825,20M09P01-C,26/02/2020 08:33:00,33.28566,-3.82547,20M09D09,33.28329,-3.8315,1
P01-C,33.286,-3.825,20M09P01-C,26/02/2020 08:33:00,33.28566,-3.82547,20M09D10,33.27917,-3.81966,1
P02-C,33.295,-3.841,20M09P02-C,26/02/2020 07:58:00,33.29453,-3.84077,NULL,NULL,NULL,1
P06-D,33.330,-3.834,20M09P06-D,25/02/2020 07:53:00,33.33024,-3.83389,NULL,NULL,NULL,1
P10-1,33.254,-3.829,20M09P10-1,26/02/2020 06:50:00,33.25449,-3.82934,NULL,NULL,NULL,1
P11-2,33.269,-3.846,20M09P11-2,26/02/2020 07:11:00,33.26861,-3.84596,20M09D07,33.27111,-3.84584,1
P11-2,33.269,-3.846,20M09P11-2,26/02/2020 07:11:00,33.26861,-3.84596,20M09D08,33.27531,-3.85423,1
P13-3,33.326,-3.782,20M09P13-3,25/02/2020 06:49:00,33.32642,-3.78212,NULL,NULL,NULL,1
P13-4,33.334,-3.801,20M09P13-4,25/02/2020 07:08:00,33.33418,-3.80144,NULL,NULL,NULL,1
P13-5,33.342,-3.821,20M09P13-5,25/02/2020 07:25:00,33.34201,-3.82085,NULL,NULL,NULL,1
P12-1,33.291,-3.783,20M09P12-1,27/02/2020 06:54:00,33.29144,-3.78332,NULL,NULL,NULL,1
P12-2,33.298,-3.804,20M09P12-2,27/02/2020 07:12:00,33.29776,-3.80356,NULL,NULL,NULL,1
P13-1,33.319,-3.763,20M09P13-1,27/02/2020 08:16:00,33.31855,-3.76268,NULL,NULL,NULL,1
P13-2,33.322,-3.773,20M09P13-2,27/02/2020 07:44:00,33.32246,-3.77306,20M09D11,33.33097,-3.78158,1
P04-1,33.136,-3.921,20M08P04-1,27/02/2020 06:26:00,33.13628,-3.92137,NULL,NULL,NULL,1
P04-2,33.145,-3.936,20M08P04-2,27/02/2020 07:02:00,33.14472,-3.93641,NULL,NULL,NULL,1
P04-3,33.156,-3.955,20M08P04-3,27/02/2020 07:25:00,33.15562,-3.95462,NULL,NULL,NULL,1
P04-4,33.166,-3.973,20M08P04-4,27/02/2020 07:45:00,33.16579,-3.9729,NULL,NULL,NULL,1
P11-3,33.281,-3.863,20M18P11-3,29/02/2020 06:51:00,33.2811,-3.86344,20M18D08,33.28217,-3.87157,1
P08-2,33.216,-3.883,20M09P08-2,29/02/2020 07:13:00,33.21653,-3.88301,NULL,NULL,NULL,1
P08-3,33.226,-3.901,20M09P08-3,29/02/2020 07:29:00,33.22593,-3.9014,NULL,NULL,NULL,1
P08-4,33.234,-3.917,20M09P08-4,29/02/2020 07:45:00,33.23368,-3.91753,NULL,NULL,NULL,1
P08-5,33.243,-3.936,20M09P08-5,29/02/2020 08:03:00,33.24342,-3.93576,NULL,NULL,NULL,1
P06-3,33.202,-3.919,20M06P06-3,29/02/2020 06:41:00,33.20228,-3.919,20M06D03,33.19827,-3.91557,1
P06-4,33.206,-3.941,20M06P06-4,29/02/2020 07:03:00,33.2056,-3.94079,20M06D04,33.19973,-3.943,1
P06-5,33.209,-3.964,20M06P06-5,29/02/2020 07:26:00,33.20913,-3.9643,NULL,NULL,NULL,1
P03-D,33.193,-3.994,20M20P03-D,29/02/2020 07:06:00,33.19307,-3.99385,NULL,NULL,NULL,1
P04-D,33.194,-3.962,20M20P04-D,29/02/2020 06:38:00,33.19363,-3.96158,NULL,NULL,NULL,1
P08-C,33.207,-3.982,20M20P08-C,29/02/2020 07:25:00,33.20714,-3.98208,NULL,NULL,NULL,1
P07D,33.269,-3.884,20M07P07-D,29/02/2020 06:58:00,33.26898,-3.88432,NULL,NULL,NULL,1
P11-4,33.295,-3.882,20M07P11-4,29/02/2020 07:17:00,33.29463,-3.88217,NULL,NULL,NULL,1
P11-5,33.304,-3.905,20M07P11-5,29/02/2020 07:33:00,33.304,-3.90544,NULL,NULL,NULL,1
P05-4,33.176,-3.959,20M17P05-4,29/02/2020 06:48:00,33.17586,-3.95856,NULL,NULL,NULL,1
P05-5,33.181,-3.979,20M17P05-5,29/02/2020 07:08:00,33.18114,-3.97947,20M17D08,33.17605,-3.98625,1
P10-6,33.291,-3.930,20M20P10-6,3/3/2020 6:38,33.29113,-3.93041,20M20-D04,33.28729,-3.91991,1
P10-7,33.298,-3.967,20M20P10-7,3/3/2020 7:16,33.29782,-3.96655,NULL,NULL,NULL,1
P10-8,33.303,-3.948,20M20P10-8,3/3/2020 7:44,33.30263,-3.94779,NULL,NULL,NULL,1
P10-9,33.311,-3.967,20M20P10-9,3/3/2020 8:02,33.31141,-3.96746,NULL,NULL,NULL,1
P02-D,33.157,-3.922,20M25P02-D,3/3/2020 7:43,33.15719,-3.92248,NULL,NULL,NULL,1
P05-1,33.167,-3.891,20M25P05-1,3/3/2020 6:35,33.1666,-3.89124,NULL,NULL,NULL,1
P05-2,33.170,-3.912,20M25P05-2,3/3/2020 7:00,33.16954,-3.91238,NULL,NULL,NULL,1
P05-3,33.172,-3.937,20M25P05-3,3/3/2020 7:21,33.17236,-3.93712,NULL,NULL,NULL,1
P02-6,33.149,-4.063,20M18P02-6,3/3/2020 6:57,33.14912,-4.06303,NULL,NULL,NULL,1
P02-7,33.146,-4.081,20M18P02-7,3/3/2020 6:36,33.14586,-4.08146,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,20M18P034B,3/3/2020 8:00,33.18035,-4.07648,NULL,NULL,NULL,1
P03-5B,33.163,-4.082,20M18P035B,3/3/2020 7:18,33.16255,-4.08168,NULL,NULL,NULL,1
P07-1,33.196,-3.876,20M06P07-1,4/3/2020 7:23,33.19588,-3.87636,NULL,NULL,NULL,1
P07-2,33.210,-3.890,20M06P07-2,4/3/2020 6:57,33.21034,-3.88953,20M06D05,33.2042,-3.88714,1
P08-1,33.204,-3.864,20M06P08-1,4/3/2020 6:26,33.20398,-3.86443,NULL,NULL,NULL,1
P08-7,33.270,-3.971,20M20P08-7,4/3/2020 8:03,33.26992,-3.97119,NULL,NULL,NULL,1
P09-6,33.271,-3.931,20M20P09-6,4/3/2020 6:34,33.27129,-3.93144,20M20D05,33.27349,-3.92675,1
P09-6,33.271,-3.931,20M20P09-6,4/3/2020 6:34,33.27129,-3.93144,20M20D06,33.26228,-3.91838,1
P09-7,33.280,-3.949,20M20P09-7,4/3/2020 7:27,33.28003,-3.9488,NULL,NULL,NULL,1
P09-8,33.285,-3.976,20M20P09-8,4/3/2020 7:46,33.2847,-3.97554,NULL,NULL,NULL,1
P02-2,33.110,-3.988,20M06P02-2,5/3/2020 6:35,33.10999,-3.98804,NULL,NULL,NULL,1
P02-3,33.120,-4.008,20M06P02-3,5/3/2020 6:52,33.11963,-4.00799,NULL,NULL,NULL,1
P02-4,33.133,-4.024,20M06P02-4,5/3/2020 7:10,33.13316,-4.0238,NULL,NULL,NULL,1
P02-5,33.146,-4.041,20M06P02-5,5/3/2020 7:29,33.14618,-4.04126,NULL,NULL,NULL,1
P03-3,33.145,-3.994,20M20P03-3,5/3/2020 6:12,33.14457,-3.99376,NULL,NULL,NULL,1
P03-4,33.160,-4.007,20M20P03-4,5/3/2020 6:56,33.16034,-4.00692,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,20M20P031B,5/3/2020 7:11,33.15827,-4.02023,NULL,NULL,NULL,1
P03-2B,33.168,-4.044,20M20P032B,5/3/2020 7:31,33.16839,-4.04421,NULL,NULL,NULL,1
P07-5,33.235,-3.948,20M18P07-5,5/3/2020 6:37,33.23494,-3.94796,NULL,NULL,NULL,1
P07-6,33.246,-3.965,20M18P07-6,5/3/2020 6:52,33.24635,-3.96451,20M18D10,33.24902,-3.95417,1
P07-7,33.255,-3.993,20M18P07-7,5/3/2020 7:37,33.25453,-3.99274,NULL,NULL,NULL,1
P08-6,33.255,-3.958,20M18P08-6,5/3/2020 7:14,33.25547,-3.95773,NULL,NULL,NULL,1
P09-4,33.252,-3.893,20M18P09-4,6/3/2020 7:46,33.25189,-3.89306,NULL,NULL,NULL,1
P10-4,33.281,-3.888,20M18P10-4,6/3/2020 6:44,33.28104,-3.88758,NULL,NULL,NULL,1
P10-5,33.286,-3.910,20M18P10-5,6/3/2020 7:01,33.28623,-3.90972,20M18D11,33.29172,-3.91117,1
P10-5,33.286,-3.910,20M18P10-5,6/3/2020 7:01,33.28623,-3.90972,20M18D12,33.2882,-3.92179,1
P12-3,33.304,-3.824,20M18P12-3,4/3/2020 6:42,33.30423,-3.82418,NULL,NULL,NULL,1
P12-4,33.310,-3.846,20M18P12-4,4/3/2020 6:59,33.30967,-3.84596,NULL,NULL,NULL,1
P12-5,33.317,-3.864,20M18P12-5,4/3/2020 7:14,33.31686,-3.86444,20M18D09,33.31561,-3.86719,1
P12-6,33.323,-3.884,20M18P12-6,4/3/2020 7:32,33.32312,-3.88446,NULL,NULL,NULL,1
P04-C,33.221,-3.950,20M06P04-C,6/3/2020 7:13,33.2209,-3.95044,NULL,NULL,NULL,1
P05-C,33.232,-3.965,20M06P05-C,6/3/2020 7:29,33.23208,-3.96545,NULL,NULL,NULL,1
P07-3,33.217,-3.912,20M06P07-3,6/3/2020 6:39,33.21659,-3.91157,NULL,NULL,NULL,1
P07-4,33.223,-3.932,20M06P07-4,6/3/2020 6:56,33.22267,-3.93227,NULL,NULL,NULL,1
P03-5,33.176,-4.021,20M20P03-5,6/3/2020 7:30,33.17549,-4.02088,NULL,NULL,NULL,1
P04-5,33.176,-3.991,20M20P04-5,6/3/2020 6:18,33.17587,-3.99082,NULL,NULL,NULL,1
P04-6,33.184,-4.004,20M20P04-6,6/3/2020 6:58,33.18439,-4.00403,NULL,NULL,NULL,1
P05-6,33.180,-4.015,20M20P05-6,6/3/2020 7:15,33.17979,-4.01499,NULL,NULL,NULL,1
P09-5,33.262,-3.912,20M08P09-5,6/3/2020 8:08,33.26151,-3.91193,NULL,NULL,NULL,1
P06-2,33.198,-3.898,20M06P06-2,7/3/2020 6:45,33.19825,-3.89787,NULL,NULL,NULL,1
P04-8,33.202,-4.033,20M25P04-8,10/3/2020 7:13,33.20247,-4.03305,NULL,NULL,NULL,1
P04-9,33.219,-4.062,20M25P04-9,10/3/2020 7:38,33.21896,-4.0624,NULL,NULL,NULL,1
P05-7,33.181,-4.030,20M25P05-7,10/3/2020 6:34,33.1813,-4.02984,NULL,NULL,NULL,1
P05-8,33.203,-4.046,20M25P05-8,10/3/2020 6:55,33.2032,-4.04594,NULL,NULL,NULL,1
P06-D,33.330,-3.834,20M20P06-D,10/3/2020 7:28,33.33022,-3.8339,NULL,NULL,NULL,1
P13-3,33.326,-3.782,20M20P13-3,10/3/2020 6:15,33.32645,-3.78212,20M20-D07,33.32978,-3.78043,1
P13-4,33.334,-3.801,20M20P13-4,10/3/2020 6:56,33.33416,-3.80138,NULL,NULL,NULL,1
P13-5,33.342,-3.821,20M20P13-5,10/3/2020 7:13,33.34199,-3.82085,NULL,NULL,NULL,1
P01-D,33.135,-3.954,20M06P01-D,10/3/2020 7:23,33.13512,-3.95394,NULL,NULL,NULL,1
P02-1,33.100,-3.968,20M06P02-1,10/3/2020 6:24,33.10032,-3.96791,NULL,NULL,NULL,1
P03-1,33.115,-3.961,20M06P03-1,10/3/2020 6:45,33.11464,-3.96074,NULL,NULL,NULL,1
P03-2,33.131,-3.977,20M06P03-2,10/3/2020 7:02,33.13056,-3.97687,NULL,NULL,NULL,1
P01-C,33.286,-3.825,20M20P01-C,11/3/2020 7:31,33.28568,-3.82543,NULL,NULL,NULL,1
P02-C,33.295,-3.841,20M20P02-C,11/3/2020 7:49,33.29458,-3.84073,NULL,NULL,NULL,1
P10-1,33.254,-3.829,20M20P10-1,11/3/2020 6:08,33.25443,-3.8293,NULL,NULL,NULL,1
P11-2,33.269,-3.846,20M20P11-2,11/3/2020 6:46,33.26859,-3.84596,20M20-D08,33.27061,-3.84437,1
P11-2,33.269,-3.846,20M20P11-2,11/3/2020 6:46,33.26859,-3.84596,20M20-D09,33.26494,-3.83766,1
P08-D,33.226,-3.870,20M25P08-D,11/3/2020 7:35,33.22624,-3.86972,NULL,NULL,NULL,1
P09-1,33.228,-3.835,20M25P09-1,11/3/2020 6:28,33.22812,-3.83547,NULL,NULL,NULL,1
P09-2,33.234,-3.856,20M25P09-2,11/3/2020 6:47,33.23379,-3.85592,20M25D10,33.24007,-3.85424,1
P09-3,33.243,-3.875,20M25P09-3,11/3/2020 7:12,33.24319,-3.87368,NULL,NULL,NULL,1
P06-7,33.230,-4.005,20M06P06-7,11/3/2020 7:53,33.23028,-4.00456,20M06D06,33.23262,-4.00123,1
P06-8,33.242,-4.022,20M06P06-8,11/3/2020 7:24,33.242,-4.02247,20M06D07,33.2389,-4.0127,1
P06-6,33.221,-3.985,20M06P06-6,11/3/2020 6:35,33.22104,-3.98521,NULL,NULL,NULL,1
P06-9,33.236,-4.032,20M06P06-9,11/3/2020 5:54,33.23569,-4.03158,NULL,NULL,NULL,1
P04-1,33.136,-3.921,20M06P04-1,12/3/2020 6:24,33.13627,-3.92143,NULL,NULL,NULL,1
P04-2,33.145,-3.936,20M06P04-2,12/3/2020 6:43,33.14472,-3.93644,NULL,NULL,NULL,1
P04-3,33.156,-3.955,20M06P04-3,12/3/2020 6:59,33.1557,-3.95462,20M06D08,33.14906,-3.96227,1
P04-4,33.166,-3.973,20M06P04-4,12/3/2020 7:29,33.16581,-3.97293,NULL,NULL,NULL,1
P12-1,33.291,-3.783,20M20P12-1,13/03/2020 06:07:00,33.29143,-3.78328,NULL,NULL,NULL,1
P12-2,33.298,-3.804,20M20P12-2,13/03/2020 06:47:00,33.29773,-3.80351,NULL,NULL,NULL,1
P13-1,33.319,-3.763,20M20P13-1,13/03/2020 07:08:00,33.31862,-3.76266,NULL,NULL,NULL,1
P13-2,33.322,-3.773,20M20P13-2,13/03/2020 07:25:00,33.3224,-3.77309,NULL,NULL,NULL,1
P07D,33.269,-3.884,20M06P07-D,13/03/2020 07:35:00,33.26894,-3.88431,NULL,NULL,NULL,1
P11-3,33.281,-3.863,20M06P11-3,13/03/2020 06:31:00,33.28108,-3.86341,NULL,NULL,NULL,1
P11-4,33.295,-3.882,20M06P11-4,13/03/2020 06:47:00,33.29457,-3.8821,NULL,NULL,NULL,1
P11-5,33.304,-3.905,20M06P11-5,13/03/2020 07:05:00,33.30391,-3.90552,NULL,NULL,NULL,1
P06-3,33.202,-3.919,20M06P06-3,14/03/2020 06:32:00,33.20227,-3.91896,20M06D09,33.20053,-3.91464,1
P08-2,33.216,-3.883,20M20P08-2,14/03/2020 06:03:00,33.21651,-3.88284,NULL,NULL,NULL,1
P08-3,33.226,-3.901,20M20P08-3,14/03/2020 06:45:00,33.2259,-3.90139,20M20-D10,33.23696,-3.90456,1
P03-D,33.193,-3.994,20M25P03-D,13/03/2020 07:44:00,33.19309,-3.99384,NULL,NULL,NULL,1
P04-D,33.194,-3.962,20M25P04-D,13/03/2020 07:08:00,33.19359,-3.96159,NULL,NULL,NULL,1
P05-4,33.176,-3.959,20M25P05-4,13/03/2020 06:26:00,33.17585,-3.95853,NULL,NULL,NULL,1
P05-5,33.181,-3.979,20M25P05-5,13/03/2020 06:46:00,33.18114,-3.97946,NULL,NULL,NULL,1
P06-4,33.206,-3.941,20M25P06-4,14/03/2020 07:18:00,33.2056,-3.94082,NULL,NULL,NULL,1
P06-5,33.209,-3.964,20M25P06-5,14/03/2020 06:31:00,33.20912,-3.96434,20M25D11,33.20338,-3.9548,1
P08-C,33.207,-3.982,20M25P08-C,14/03/2020 06:59:00,33.20713,-3.98211,NULL,NULL,NULL,1
P08-4,33.234,-3.917,20M17P08-4,14/03/2020 06:35:00,33.23358,-3.91746,NULL,NULL,NULL,1
P08-5,33.243,-3.936,20M17P08-5,14/03/2020 06:55:00,33.24335,-3.93571,20M17D16,33.24608,-3.93841,1
P08-5,33.243,-3.936,20M17P08-5,14/03/2020 06:55:00,33.24335,-3.93571,20M17D17,33.25176,-3.93268,1
P08-5,33.243,-3.936,20M17P08-5,14/03/2020 06:55:00,33.24335,-3.93571,20M17D18,33.25072,-3.95645,1
P02-D,33.157,-3.922,20M20P02-D,17/03/2020 07:18:00,33.15721,-3.92245,NULL,NULL,NULL,1
P05-1,33.167,-3.891,20M20P05-1,17/03/2020 06:04:00,33.1666,-3.89124,NULL,NULL,NULL,1
P05-2,33.170,-3.912,20M20P05-2,17/03/2020 06:40:00,33.16953,-3.91236,NULL,NULL,NULL,1
P05-3,33.172,-3.937,20M20P05-3,17/03/2020 06:59:00,33.17236,-3.93711,NULL,NULL,NULL,1
P02-6,33.149,-4.063,20M07P02-6,17/03/2020 06:33:00,33.14913,-4.06307,NULL,NULL,NULL,1
P02-7,33.146,-4.081,20M07P02-7,17/03/2020 06:51:00,33.14584,-4.08142,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,20M07P034B,17/03/2020 07:29:00,33.18037,-4.07652,NULL,NULL,NULL,1
P03-5B,33.163,-4.082,20M07P035B,17/03/2020 07:11:00,33.16251,-4.08184,NULL,NULL,NULL,1
P10-6,33.291,-3.930,20M25P10-6,17/03/2020 06:33:00,33.29114,-3.93041,NULL,NULL,NULL,1
P10-7,33.298,-3.967,20M25P10-7,17/03/2020 07:04:00,33.29784,-3.96652,NULL,NULL,NULL,1
P10-8,33.303,-3.948,20M25P10-8,17/03/2020 07:25:00,33.30265,-3.94779,NULL,NULL,NULL,1
P10-9,33.311,-3.967,20M25P10-9,17/03/2020 07:44:00,33.31141,-3.96742,NULL,NULL,NULL,1
P08-7,33.270,-3.971,20M25P08-7,18/03/2020 07:39:00,33.2699,-3.97115,NULL,NULL,NULL,1
P09-6,33.271,-3.931,20M25P09-6,18/03/2020 06:36:00,33.27123,-3.93148,NULL,NULL,NULL,1
P09-7,33.280,-3.949,20M25P09-7,18/03/2020 06:53:00,33.28,-3.94883,NULL,NULL,NULL,1
P09-8,33.285,-3.976,20M25P09-8,18/03/2020 07:17:00,33.28472,-3.97559,NULL,NULL,NULL,1
P02-2,33.110,-3.988,20M20P02-2,19/03/2020 06:06:00,33.11,-3.98807,NULL,NULL,NULL,1
P02-3,33.120,-4.008,20M20P02-3,19/03/2020 06:36:00,33.11964,-4.00802,20M20-D12,33.12494,-4.01733,1
P02-4,33.133,-4.024,20M20P02-4,19/03/2020 07:14:00,33.13312,-4.02375,NULL,NULL,NULL,1
P02-5,33.146,-4.041,20M20P02-5,19/03/2020 07:32:00,33.14618,-4.04128,NULL,NULL,NULL,1
P03-3,33.145,-3.994,20M07P03-3,19/03/2020 06:29:00,33.14458,-3.99376,NULL,NULL,NULL,1
P03-4,33.160,-4.007,20M07P03-4,19/03/2020 06:52:00,33.16041,-4.00698,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,20M07P031B,19/03/2020 07:05:00,33.15824,-4.02029,NULL,NULL,NULL,1
P03-2B,33.168,-4.044,20M07P032B,19/03/2020 07:25:00,33.16835,-4.0442,NULL,NULL,NULL,1
P07-5,33.235,-3.948,20M25P07-5,19/03/2020 06:28:00,33.23494,-3.94798,NULL,NULL,NULL,1
P07-6,33.246,-3.965,20M25P07-6,19/03/2020 06:48:00,33.24644,-3.96444,NULL,NULL,NULL,1
P07-7,33.255,-3.993,20M25P07-7,19/03/2020 07:13:00,33.25404,-3.99193,NULL,NULL,NULL,1
P08-6,33.255,-3.958,20M25P08-6,19/03/2020 07:50:00,33.25546,-3.9577,NULL,NULL,NULL,1
P12-3,33.304,-3.824,20M18P12-3,24/03/2020 06:14:00,33.30424,-3.82417,NULL,NULL,NULL,1
P12-4,33.310,-3.846,20M18P12-4,24/03/2020 06:42:00,33.30961,-3.8459,NULL,NULL,NULL,1
P12-5,33.317,-3.864,20M18P12-5,24/03/2020 06:57:00,33.31685,-3.86445,20M18L02,33.30983,-3.86525,1
P12-6,33.323,-3.884,20M18P12-6,24/03/2020 07:20:00,33.32311,-3.88449,NULL,NULL,NULL,1
P06-2,33.198,-3.898,20M08P06-2,24/03/2020 06:47:00,33.19825,-3.89792,20M08D28,33.19983,-3.90052,1
P07-1,33.196,-3.876,20M08P07-1,24/03/2020 06:27:00,33.1959,-3.87635,NULL,NULL,NULL,1
